id,date,city,temp_c,humidity,precipitation_mm,wind_speed_kmh,condition
375,2024-05-04,Harbor Town,17.2,43.6,0.0,10.3,Sunny
376,2024-05-05,Metro City,21.8,24.3,0.0,19.4,Partly Cloudy
377,2024-05-05,Green Valley,22.8,34.0,0.0,10.9,Cloudy
378,2024-05-05,Harbor Town,19.1,36.6,0.0,1.8,Sunny
379,2024-05-06,Metro City,22.2,30.6,0.0,8.9,Sunny
380,2024-05-06,Green Valley,29.8,40.5,0.0,11.8,Cloudy
381,2024-05-06,Harbor Town,17.5,43.3,0.0,11.0,Partly Cloudy
382,2024-05-07,Metro City,20.4,34.7,0.0,20.2,Cloudy
383,2024-05-07,Green Valley,23.7,52.6,4.9,19.0,Rain
384,2024-05-07,Harbor Town,26.3,38.2,0.9,19.8,Sunny
385,2024-05-08,Metro City,27.6,41.4,0.0,18.6,Sunny
386,2024-05-08,Green Valley,24.7,34.1,0.0,30.0,Sunny
387,2024-05-08,Harbor Town,19.7,34.8,0.7,12.7,Partly Cloudy
388,2024-05-09,Metro City,24.5,48.4,8.0,7.1,Rain
389,2024-05-09,Green Valley,28.5,51.2,0.0,23.3,Sunny
390,2024-05-09,Harbor Town,24.5,41.1,0.0,4.0,Sunny
391,2024-05-10,Metro City,24.5,34.3,0.0,18.1,Partly Cloudy
392,2024-05-10,Green Valley,21.3,23.2,0.0,20.0,Cloudy
393,2024-05-10,Harbor Town,22.6,39.5,2.3,12.6,Rain
394,2024-05-11,Metro City,21.8,42.0,0.0,10.2,Sunny
395,2024-05-11,Green Valley,22.7,44.6,0.0,19.5,Partly Cloudy
396,2024-05-11,Harbor Town,18.1,41.0,0.0,15.0,Cloudy
397,2024-05-12,Metro City,28.1,26.6,0.0,23.0,Sunny
398,2024-05-12,Green Valley,30.1,58.9,2.7,17.9,Rain
399,2024-05-12,Harbor Town,15.2,45.2,0.0,30.1,Partly Cloudy
400,2024-05-13,Metro City,24.7,48.9,0.0,20.5,Cloudy
401,2024-05-13,Green Valley,27.7,36.0,0.0,10.6,Sunny
402,2024-05-13,Harbor Town,21.1,46.2,0.0,17.1,Sunny
403,2024-05-14,Metro City,26.5,35.6,0.3,11.6,Sunny
404,2024-05-14,Green Valley,23.4,38.7,0.0,7.8,Partly Cloudy
405,2024-05-14,Harbor Town,19.1,38.7,0.0,19.1,Sunny
406,2024-05-15,Metro City,28.0,42.5,0.0,16.9,Partly Cloudy
407,2024-05-15,Green Valley,29.1,37.6,0.0,7.4,Partly Cloudy
408,2024-05-15,Harbor Town,23.1,37.3,2.0,6.7,Sunny
409,2024-05-16,Metro City,24.6,39.7,0.0,7.8,Sunny
410,2024-05-16,Green Valley,24.0,49.9,0.6,14.5,Sunny
411,2024-05-16,Harbor Town,20.6,39.2,0.0,24.9,Partly Cloudy
412,2024-05-17,Metro City,24.5,41.2,0.0,20.4,Cloudy
413,2024-05-17,Green Valley,26.8,42.8,0.0,16.9,Cloudy
414,2024-05-17,Harbor Town,20.5,44.1,0.0,9.6,Partly Cloudy
415,2024-05-18,Metro City,21.8,43.9,0.1,0.5,Sunny
416,2024-05-18,Green Valley,24.8,57.8,0.0,0.4,Cloudy
417,2024-05-18,Harbor Town,22.2,42.6,0.0,2.1,Sunny
418,2024-05-19,Metro City,25.2,26.6,0.0,10.8,Partly Cloudy
419,2024-05-19,Green Valley,25.0,49.3,0.6,31.1,Cloudy
420,2024-05-19,Harbor Town,22.3,56.9,0.0,15.5,Partly Cloudy
421,2024-05-20,Metro City,24.3,45.5,3.9,5.4,Rain
422,2024-05-20,Green Valley,29.0,47.2,0.0,19.7,Partly Cloudy
423,2024-05-20,Harbor Town,16.1,47.9,0.0,39.3,Sunny
424,2024-05-21,Metro City,27.7,64.4,0.0,12.3,Partly Cloudy
425,2024-05-21,Green Valley,27.5,40.5,0.0,10.9,Sunny
426,2024-05-21,Harbor Town,22.1,48.5,0.0,31.6,Sunny
427,2024-05-22,Metro City,26.7,40.1,0.0,11.9,Sunny
428,2024-05-22,Green Valley,26.1,45.6,0.0,11.5,Sunny
429,2024-05-22,Harbor Town,15.7,44.0,0.9,13.4,Sunny
430,2024-05-23,Metro City,28.2,38.9,0.0,20.2,Partly Cloudy
431,2024-05-23,Green Valley,27.7,55.4,0.0,13.5,Sunny
432,2024-05-23,Harbor Town,23.9,45.9,0.0,18.7,Partly Cloudy
433,2024-05-24,Metro City,23.8,55.5,0.0,0.0,Cloudy
434,2024-05-24,Green Valley,25.9,60.4,0.0,7.8,Sunny
435,2024-05-24,Harbor Town,26.0,40.7,0.7,19.9,Partly Cloudy
436,2024-05-25,Metro City,21.9,51.1,0.0,7.6,Sunny
437,2024-05-25,Green Valley,29.2,55.2,0.0,14.7,Sunny
438,2024-05-25,Harbor Town,21.0,49.1,0.0,18.8,Partly Cloudy
439,2024-05-26,Metro City,24.2,46.2,0.0,21.7,Sunny
440,2024-05-26,Green Valley,34.8,58.3,0.0,9.5,Partly Cloudy
441,2024-05-26,Harbor Town,24.2,52.5,0.0,10.6,Cloudy
442,2024-05-27,Metro City,27.9,35.7,3.7,11.2,Rain
443,2024-05-27,Green Valley,25.4,50.5,4.5,10.3,Rain
444,2024-05-27,Harbor Town,23.9,31.2,0.0,0.0,Sunny
445,2024-05-28,Metro City,24.3,35.9,1.7,13.5,Partly Cloudy
446,2024-05-28,Green Valley,29.9,42.0,0.0,6.3,Partly Cloudy
447,2024-05-28,Harbor Town,22.1,46.0,0.0,17.5,Sunny
448,2024-05-29,Metro City,24.6,49.4,0.1,21.3,Cloudy
449,2024-05-29,Green Valley,31.5,51.3,4.3,18.1,Rain
450,2024-05-29,Harbor Town,22.6,51.3,0.0,13.8,Sunny
451,2024-05-30,Metro City,24.6,47.1,0.0,5.5,Sunny
452,2024-05-30,Green Valley,23.6,64.1,1.1,22.8,Partly Cloudy
453,2024-05-30,Harbor Town,24.0,52.6,0.0,14.0,Sunny
454,2024-05-31,Metro City,20.0,69.3,0.3,17.5,Sunny
455,2024-05-31,Green Valley,27.5,47.3,0.0,19.2,Sunny
456,2024-05-31,Harbor Town,21.9,38.0,0.0,10.4,Sunny
457,2024-06-01,Metro City,26.6,44.0,0.0,13.5,Sunny
458,2024-06-01,Green Valley,25.1,41.2,0.0,33.7,Sunny
459,2024-06-01,Harbor Town,23.6,41.0,0.0,7.5,Partly Cloudy
460,2024-06-02,Metro City,28.2,47.9,0.0,11.3,Partly Cloudy
461,2024-06-02,Green Valley,30.3,55.7,3.2,14.9,Rain
462,2024-06-02,Harbor Town,20.6,39.6,0.0,16.0,Sunny
463,2024-06-03,Metro City,22.7,40.0,0.0,21.9,Partly Cloudy
464,2024-06-03,Green Valley,32.0,66.9,2.6,12.2,Rain
465,2024-06-03,Harbor Town,22.0,45.3,0.0,18.4,Cloudy
466,2024-06-04,Metro City,32.9,43.5,0.0,7.3,Partly Cloudy
467,2024-06-04,Green Valley,29.7,49.7,0.0,25.5,Sunny
468,2024-06-04,Harbor Town,25.3,51.7,0.3,15.9,Partly Cloudy
469,2024-06-05,Metro City,26.9,40.9,0.0,7.9,Cloudy
470,2024-06-05,Green Valley,27.6,59.0,0.0,20.4,Cloudy
471,2024-06-05,Harbor Town,22.6,59.4,0.0,31.9,Sunny
472,2024-06-06,Metro City,26.0,46.5,0.0,13.1,Partly Cloudy
473,2024-06-06,Green Valley,28.0,49.5,0.1,14.7,Cloudy
474,2024-06-06,Harbor Town,27.2,45.8,0.0,18.3,Partly Cloudy
475,2024-06-07,Metro City,24.7,47.2,4.0,13.2,Rain
476,2024-06-07,Green Valley,25.3,56.6,0.0,22.4,Sunny
477,2024-06-07,Harbor Town,19.2,35.6,0.0,19.1,Partly Cloudy
478,2024-06-08,Metro City,24.9,49.3,0.0,5.4,Sunny
479,2024-06-08,Green Valley,25.6,47.3,0.0,11.4,Sunny
480,2024-06-08,Harbor Town,22.3,46.5,1.2,12.6,Cloudy
481,2024-06-09,Metro City,31.6,62.0,0.6,7.7,Sunny
482,2024-06-09,Green Valley,31.8,44.9,0.6,16.6,Sunny
483,2024-06-09,Harbor Town,21.2,61.7,0.0,18.2,Sunny
484,2024-06-10,Metro City,25.1,46.4,0.0,14.1,Sunny
485,2024-06-10,Green Valley,31.2,64.6,0.0,5.1,Sunny
486,2024-06-10,Harbor Town,22.9,44.0,0.0,3.8,Sunny
487,2024-06-11,Metro City,22.1,56.5,0.0,4.4,Cloudy
488,2024-06-11,Green Valley,27.5,50.3,5.3,12.1,Rain
489,2024-06-11,Harbor Town,19.3,56.6,0.0,27.6,Partly Cloudy
490,2024-06-12,Metro City,27.7,53.5,0.0,22.2,Partly Cloudy
491,2024-06-12,Green Valley,27.1,53.8,0.0,22.7,Sunny
492,2024-06-12,Harbor Town,26.1,55.9,0.0,28.6,Partly Cloudy
493,2024-06-13,Metro City,28.2,54.9,0.0,7.7,Partly Cloudy
494,2024-06-13,Green Valley,29.4,41.8,3.8,4.0,Rain
495,2024-06-13,Harbor Town,21.9,50.7,0.0,12.7,Partly Cloudy
496,2024-06-14,Metro City,25.4,38.4,0.0,7.4,Sunny
497,2024-06-14,Green Valley,26.0,50.5,0.9,20.1,Sunny
498,2024-06-14,Harbor Town,18.0,61.6,0.0,2.0,Sunny
499,2024-06-15,Metro City,25.5,68.5,0.0,11.4,Cloudy
500,2024-06-15,Green Valley,30.3,65.8,0.0,6.0,Partly Cloudy
501,2024-06-15,Harbor Town,21.3,51.5,0.0,14.5,Partly Cloudy
502,2024-06-16,Metro City,29.2,54.8,0.0,27.8,Cloudy
503,2024-06-16,Green Valley,27.9,68.1,0.0,7.3,Sunny
504,2024-06-16,Harbor Town,22.5,45.4,1.1,14.4,Partly Cloudy
505,2024-06-17,Metro City,26.4,29.0,0.0,6.2,Sunny
506,2024-06-17,Green Valley,27.7,49.7,2.3,0.0,Rain
507,2024-06-17,Harbor Town,28.5,51.9,0.0,14.5,Sunny
508,2024-06-18,Metro City,22.0,55.4,0.0,11.4,Sunny
509,2024-06-18,Green Valley,21.9,49.5,2.2,25.2,Rain
510,2024-06-18,Harbor Town,19.0,48.2,0.0,17.4,Partly Cloudy
511,2024-06-19,Metro City,29.8,64.0,0.0,8.3,Cloudy
512,2024-06-19,Green Valley,29.2,70.6,0.0,8.0,Sunny
513,2024-06-19,Harbor Town,20.6,69.8,0.0,11.2,Cloudy
514,2024-06-20,Metro City,25.4,65.3,0.0,20.9,Partly Cloudy
515,2024-06-20,Green Valley,31.6,70.5,0.0,22.8,Partly Cloudy
516,2024-06-20,Harbor Town,18.0,68.9,0.1,14.9,Partly Cloudy
517,2024-06-21,Metro City,27.3,66.8,0.0,11.4,Cloudy
518,2024-06-21,Green Valley,23.3,44.7,1.5,13.3,Sunny
519,2024-06-21,Harbor Town,20.8,35.2,3.4,16.7,Rain
520,2024-06-22,Metro City,27.6,40.2,0.0,13.8,Partly Cloudy
521,2024-06-22,Green Valley,29.5,62.3,0.0,25.1,Cloudy
522,2024-06-22,Harbor Town,16.3,50.4,0.0,3.8,Cloudy
523,2024-06-23,Metro City,20.9,57.4,0.0,19.4,Sunny
524,2024-06-23,Green Valley,25.0,50.1,4.9,17.8,Rain
525,2024-06-23,Harbor Town,26.3,49.1,0.6,27.7,Sunny
526,2024-06-24,Metro City,22.9,44.1,0.0,21.4,Partly Cloudy
527,2024-06-24,Green Valley,26.3,73.6,0.0,12.2,Sunny
528,2024-06-24,Harbor Town,21.0,66.2,0.1,17.0,Cloudy
529,2024-06-25,Metro City,28.5,64.6,0.0,12.8,Sunny
530,2024-06-25,Green Valley,28.4,44.7,0.0,16.3,Partly Cloudy
531,2024-06-25,Harbor Town,22.3,63.5,0.0,23.0,Partly Cloudy
532,2024-06-26,Metro City,21.9,45.8,0.0,13.0,Cloudy
533,2024-06-26,Green Valley,26.7,53.9,4.2,19.9,Rain
534,2024-06-26,Harbor Town,25.1,58.4,0.0,17.6,Cloudy
535,2024-06-27,Metro City,26.9,61.4,0.5,18.7,Sunny
536,2024-06-27,Green Valley,29.3,64.3,0.0,14.1,Sunny
537,2024-06-27,Harbor Town,21.8,50.4,0.4,10.8,Cloudy
538,2024-06-28,Metro City,21.2,80.2,1.3,17.5,Sunny
539,2024-06-28,Green Valley,26.4,35.4,1.9,28.4,Sunny
540,2024-06-28,Harbor Town,26.8,59.8,0.0,23.1,Sunny
541,2024-06-29,Metro City,26.2,56.9,0.0,17.6,Sunny
542,2024-06-29,Green Valley,31.4,55.2,0.0,6.6,Sunny
543,2024-06-29,Harbor Town,24.4,49.2,0.0,8.9,Sunny
544,2024-06-30,Metro City,30.8,57.5,0.0,20.4,Sunny
545,2024-06-30,Green Valley,32.9,72.0,0.0,2.5,Sunny
546,2024-06-30,Harbor Town,24.8,65.1,0.0,7.7,Sunny
547,2024-07-01,Metro City,28.1,67.6,0.0,3.0,Partly Cloudy
548,2024-07-01,Green Valley,23.7,53.6,0.0,21.4,Sunny
549,2024-07-01,Harbor Town,18.6,63.2,0.0,18.6,Partly Cloudy
550,2024-07-02,Metro City,25.5,52.8,0.0,21.8,Sunny
551,2024-07-02,Green Valley,23.8,65.3,0.0,20.8,Partly Cloudy
552,2024-07-02,Harbor Town,22.0,58.0,0.0,33.8,Cloudy
553,2024-07-03,Metro City,30.5,62.8,0.0,8.4,Cloudy
554,2024-07-03,Green Valley,30.4,63.4,0.0,1.4,Sunny
555,2024-07-03,Harbor Town,19.5,49.5,0.0,21.1,Sunny
556,2024-07-04,Metro City,31.8,65.7,0.0,21.7,Partly Cloudy
557,2024-07-04,Green Valley,26.3,57.6,0.0,21.2,Partly Cloudy
558,2024-07-04,Harbor Town,24.9,59.1,0.0,15.3,Sunny
559,2024-07-05,Metro City,29.2,47.3,0.0,21.8,Sunny
560,2024-07-05,Green Valley,21.2,69.8,0.0,5.3,Sunny
561,2024-07-05,Harbor Town,19.6,48.6,1.1,23.1,Cloudy
562,2024-07-06,Metro City,24.3,62.7,0.0,20.6,Sunny
563,2024-07-06,Green Valley,28.4,90.9,3.6,19.5,Rain
564,2024-07-06,Harbor Town,20.4,64.1,0.0,12.8,Cloudy
565,2024-07-07,Metro City,29.1,69.3,3.6,8.7,Rain
566,2024-07-07,Green Valley,21.0,67.0,0.0,22.8,Partly Cloudy
567,2024-07-07,Harbor Town,24.2,74.6,1.3,20.6,Cloudy
568,2024-07-08,Metro City,28.1,73.4,0.0,3.0,Sunny
569,2024-07-08,Green Valley,28.9,74.5,0.0,16.5,Sunny
570,2024-07-08,Harbor Town,23.2,68.7,0.0,18.9,Partly Cloudy
571,2024-07-09,Metro City,23.9,78.8,0.0,14.6,Partly Cloudy
572,2024-07-09,Green Valley,28.1,71.2,0.0,28.6,Cloudy
573,2024-07-09,Harbor Town,20.4,63.3,4.0,22.5,Rain
574,2024-07-10,Metro City,22.7,75.4,0.0,16.0,Sunny
575,2024-07-10,Green Valley,27.1,58.4,0.0,13.8,Partly Cloudy
576,2024-07-10,Harbor Town,18.0,54.1,0.3,40.4,Cloudy
577,2024-07-11,Metro City,23.1,51.0,0.2,3.1,Sunny
578,2024-07-11,Green Valley,23.1,53.7,0.0,13.9,Partly Cloudy
579,2024-07-11,Harbor Town,25.4,71.7,1.2,0.0,Partly Cloudy
580,2024-07-12,Metro City,26.6,59.5,0.0,21.2,Partly Cloudy
581,2024-07-12,Green Valley,24.2,57.1,0.0,14.3,Partly Cloudy
582,2024-07-12,Harbor Town,26.3,65.2,0.0,13.1,Sunny
583,2024-07-13,Metro City,28.5,64.0,0.0,21.9,Sunny
584,2024-07-13,Green Valley,29.1,52.1,0.0,16.4,Sunny
585,2024-07-13,Harbor Town,19.7,71.4,2.7,10.7,Rain
586,2024-07-14,Metro City,22.3,70.7,1.8,23.7,Sunny
587,2024-07-14,Green Valley,21.5,61.8,0.0,23.2,Sunny
588,2024-07-14,Harbor Town,22.2,53.1,0.0,28.9,Partly Cloudy
589,2024-07-15,Metro City,25.4,60.2,0.1,14.9,Cloudy
590,2024-07-15,Green Valley,23.9,55.2,0.0,27.6,Sunny
591,2024-07-15,Harbor Town,20.7,56.9,3.4,15.1,Rain
592,2024-07-16,Metro City,25.0,46.0,0.0,10.3,Sunny
593,2024-07-16,Green Valley,28.8,74.3,0.5,18.4,Sunny
594,2024-07-16,Harbor Town,22.7,57.6,0.0,14.4,Partly Cloudy
595,2024-07-17,Metro City,26.8,66.4,0.0,5.8,Cloudy
596,2024-07-17,Green Valley,26.6,57.5,0.0,10.1,Partly Cloudy
597,2024-07-17,Harbor Town,25.8,57.2,0.8,6.0,Partly Cloudy
598,2024-07-18,Metro City,28.4,71.5,0.0,30.2,Sunny
599,2024-07-18,Green Valley,29.3,61.7,0.0,11.9,Partly Cloudy
600,2024-07-18,Harbor Town,25.9,57.5,0.0,20.6,Partly Cloudy
601,2024-07-19,Metro City,24.2,80.5,2.7,7.9,Rain
602,2024-07-19,Green Valley,24.4,74.0,0.0,24.7,Sunny
603,2024-07-19,Harbor Town,23.9,72.3,4.7,16.9,Rain
604,2024-07-20,Metro City,27.6,65.4,1.7,15.2,Sunny
605,2024-07-20,Green Valley,19.4,68.3,0.0,8.9,Partly Cloudy
606,2024-07-20,Harbor Town,23.0,87.3,1.2,19.7,Fog
607,2024-07-21,Metro City,21.1,58.1,0.0,8.4,Partly Cloudy
608,2024-07-21,Green Valley,23.5,79.3,0.0,25.8,Sunny
609,2024-07-21,Harbor Town,20.6,86.4,0.1,14.9,Cloudy
610,2024-07-22,Metro City,31.3,61.9,2.0,3.4,Rain
611,2024-07-22,Green Valley,27.3,69.9,2.8,14.4,Rain
612,2024-07-22,Harbor Town,21.5,67.9,0.0,12.0,Sunny
613,2024-07-23,Metro City,24.1,72.9,0.0,8.3,Sunny
614,2024-07-23,Green Valley,26.2,71.5,0.7,5.5,Sunny
615,2024-07-23,Harbor Town,18.2,62.6,0.0,12.6,Partly Cloudy
616,2024-07-24,Metro City,29.5,77.1,4.8,7.1,Rain
617,2024-07-24,Green Valley,26.8,62.6,0.0,14.3,Partly Cloudy
618,2024-07-24,Harbor Town,16.7,61.3,0.0,11.7,Partly Cloudy
619,2024-07-25,Metro City,22.9,62.2,0.0,7.0,Sunny
620,2024-07-25,Green Valley,26.2,70.9,0.0,16.4,Sunny
621,2024-07-25,Harbor Town,22.9,67.4,0.0,22.4,Sunny
622,2024-07-26,Metro City,29.4,57.6,3.3,1.7,Rain
623,2024-07-26,Green Valley,26.1,64.8,0.0,17.5,Sunny
624,2024-07-26,Harbor Town,22.6,70.3,9.6,15.4,Rain
625,2024-07-27,Metro City,27.4,64.0,1.1,14.9,Sunny
626,2024-07-27,Green Valley,29.5,61.0,2.9,0.2,Rain
627,2024-07-27,Harbor Town,16.5,72.5,0.0,17.3,Partly Cloudy
628,2024-07-28,Metro City,15.1,66.0,0.0,5.2,Sunny
629,2024-07-28,Green Valley,26.3,69.9,0.0,18.2,Partly Cloudy
630,2024-07-28,Harbor Town,23.4,62.1,0.0,8.4,Sunny
631,2024-07-29,Metro City,20.3,70.4,0.3,8.5,Cloudy
632,2024-07-29,Green Valley,22.8,70.3,0.0,0.0,Sunny
633,2024-07-29,Harbor Town,23.2,76.3,5.5,19.0,Rain
634,2024-07-30,Metro City,17.4,56.1,0.0,9.2,Sunny
635,2024-07-30,Green Valley,22.0,69.1,1.5,21.4,Partly Cloudy
636,2024-07-30,Harbor Town,15.2,60.7,0.0,20.8,Cloudy
637,2024-07-31,Metro City,21.2,70.0,0.0,4.5,Partly Cloudy
638,2024-07-31,Green Valley,30.3,65.4,1.3,2.8,Sunny
639,2024-07-31,Harbor Town,25.0,57.6,0.0,10.0,Partly Cloudy
640,2024-08-01,Metro City,23.5,77.9,1.5,22.5,Sunny
641,2024-08-01,Green Valley,21.8,52.1,0.0,9.9,Cloudy
642,2024-08-01,Harbor Town,18.6,76.5,0.3,19.9,Cloudy
643,2024-08-02,Metro City,20.3,72.4,0.0,4.5,Cloudy
644,2024-08-02,Green Valley,30.9,47.5,4.1,4.3,Rain
645,2024-08-02,Harbor Town,18.7,78.4,0.0,24.1,Cloudy
646,2024-08-03,Metro City,23.3,68.1,0.0,19.3,Cloudy
647,2024-08-03,Green Valley,27.3,72.6,1.2,20.8,Partly Cloudy
648,2024-08-03,Harbor Town,15.2,63.5,0.0,22.1,Sunny
649,2024-08-04,Metro City,27.9,58.3,1.4,9.1,Sunny
650,2024-08-04,Green Valley,23.8,65.2,0.0,2.0,Cloudy
651,2024-08-04,Harbor Town,18.5,98.7,0.0,8.6,Cloudy
652,2024-08-05,Metro City,23.4,52.5,0.0,2.9,Sunny
653,2024-08-05,Green Valley,24.6,71.1,0.0,16.3,Cloudy
654,2024-08-05,Harbor Town,22.7,59.4,0.0,29.2,Sunny
655,2024-08-06,Metro City,17.0,87.6,0.0,16.6,Cloudy
656,2024-08-06,Green Valley,30.4,79.7,0.0,24.9,Sunny
657,2024-08-06,Harbor Town,19.0,86.3,0.0,23.0,Fog
658,2024-08-07,Metro City,19.8,62.1,0.0,6.7,Partly Cloudy
659,2024-08-07,Green Valley,28.6,53.5,0.0,24.2,Sunny
660,2024-08-07,Harbor Town,14.4,79.5,0.0,7.0,Cloudy
661,2024-08-08,Metro City,23.6,73.9,0.0,26.9,Sunny
662,2024-08-08,Green Valley,25.6,85.9,6.3,10.2,Rain
663,2024-08-08,Harbor Town,19.1,60.2,0.0,5.9,Sunny
664,2024-08-09,Metro City,21.0,63.4,0.0,12.5,Sunny
665,2024-08-09,Green Valley,25.3,61.1,6.2,15.9,Rain
666,2024-08-09,Harbor Town,16.7,77.5,3.2,28.9,Rain
667,2024-08-10,Metro City,19.4,72.4,0.0,12.9,Sunny
668,2024-08-10,Green Valley,20.5,74.4,0.0,15.0,Partly Cloudy
669,2024-08-10,Harbor Town,18.1,74.8,0.0,13.2,Sunny
670,2024-08-11,Metro City,21.8,64.5,2.4,4.3,Rain
671,2024-08-11,Green Valley,26.9,80.7,0.0,6.1,Partly Cloudy
672,2024-08-11,Harbor Town,14.1,52.3,0.2,16.7,Sunny
673,2024-08-12,Metro City,17.1,70.2,0.0,25.6,Partly Cloudy
674,2024-08-12,Green Valley,24.5,58.1,2.3,14.2,Rain
675,2024-08-12,Harbor Town,19.5,75.0,0.0,11.6,Partly Cloudy
676,2024-08-13,Metro City,23.4,75.2,0.0,21.2,Cloudy
677,2024-08-13,Green Valley,25.9,62.6,0.0,19.3,Sunny
678,2024-08-13,Harbor Town,12.2,68.0,0.0,7.7,Sunny
679,2024-08-14,Metro City,17.8,83.0,1.0,10.3,Sunny
680,2024-08-14,Green Valley,25.2,76.1,0.2,25.3,Cloudy
681,2024-08-14,Harbor Town,17.2,74.1,2.2,9.4,Rain
682,2024-08-15,Metro City,16.5,52.5,0.0,21.6,Partly Cloudy
683,2024-08-15,Green Valley,26.5,78.5,0.0,21.7,Cloudy
684,2024-08-15,Harbor Town,20.7,67.1,0.0,12.5,Sunny
685,2024-08-16,Metro City,20.6,74.4,0.1,21.1,Cloudy
686,2024-08-16,Green Valley,26.0,71.5,0.0,16.4,Partly Cloudy
687,2024-08-16,Harbor Town,17.4,67.7,0.0,10.4,Cloudy
688,2024-08-17,Metro City,26.2,65.5,0.0,23.2,Partly Cloudy
689,2024-08-17,Green Valley,27.0,64.4,0.0,22.4,Sunny
690,2024-08-17,Harbor Town,18.9,69.5,0.0,8.6,Sunny
691,2024-08-18,Metro City,20.7,99.7,0.0,21.4,Fog
692,2024-08-18,Green Valley,26.1,71.6,0.0,9.6,Sunny
693,2024-08-18,Harbor Town,11.8,91.6,1.5,18.4,Fog
694,2024-08-19,Metro City,18.1,63.3,0.0,15.6,Sunny
695,2024-08-19,Green Valley,23.7,54.0,0.0,16.8,Cloudy
696,2024-08-19,Harbor Town,21.7,76.1,0.0,16.9,Sunny
697,2024-08-20,Metro City,16.2,72.4,0.0,9.3,Sunny
698,2024-08-20,Green Valley,23.3,70.3,1.6,19.7,Cloudy
699,2024-08-20,Harbor Town,24.0,83.3,0.0,21.2,Cloudy
700,2024-08-21,Metro City,24.0,60.6,0.0,18.9,Partly Cloudy
701,2024-08-21,Green Valley,29.1,84.5,0.2,17.6,Sunny
702,2024-08-21,Harbor Town,22.1,55.7,0.0,3.2,Cloudy
703,2024-08-22,Metro City,23.9,66.1,0.0,17.1,Cloudy
704,2024-08-22,Green Valley,23.5,83.4,0.0,32.4,Partly Cloudy
705,2024-08-22,Harbor Town,17.2,81.2,2.0,12.6,Sunny
706,2024-08-23,Metro City,20.0,72.2,0.0,23.6,Sunny
707,2024-08-23,Green Valley,26.4,82.2,0.0,16.2,Sunny
708,2024-08-23,Harbor Town,17.6,79.9,0.0,9.7,Sunny
709,2024-08-24,Metro City,19.9,70.7,0.0,22.3,Partly Cloudy
710,2024-08-24,Green Valley,21.1,73.1,0.0,16.4,Sunny
711,2024-08-24,Harbor Town,15.6,85.2,0.7,11.9,Cloudy
712,2024-08-25,Metro City,20.2,76.4,0.0,24.8,Cloudy
713,2024-08-25,Green Valley,26.0,56.8,0.0,22.0,Sunny
714,2024-08-25,Harbor Town,17.1,72.4,0.0,29.3,Sunny
715,2024-08-26,Metro City,17.9,72.5,3.3,27.1,Rain
716,2024-08-26,Green Valley,21.5,98.1,0.0,21.2,Cloudy
717,2024-08-26,Harbor Town,13.1,78.5,0.0,28.5,Cloudy
718,2024-08-27,Metro City,18.1,69.7,0.0,7.4,Partly Cloudy
719,2024-08-27,Green Valley,22.5,69.4,0.7,12.7,Sunny
720,2024-08-27,Harbor Town,16.6,68.9,0.0,10.6,Partly Cloudy
721,2024-08-28,Metro City,19.8,76.6,0.0,8.9,Sunny
722,2024-08-28,Green Valley,21.9,70.3,0.0,8.0,Sunny
723,2024-08-28,Harbor Town,19.6,49.2,0.6,11.0,Partly Cloudy
724,2024-08-29,Metro City,13.5,66.2,0.0,28.7,Cloudy
725,2024-08-29,Green Valley,17.2,86.0,0.4,10.9,Cloudy
726,2024-08-29,Harbor Town,17.6,93.8,0.8,22.5,Cloudy
727,2024-08-30,Metro City,16.7,71.6,0.0,7.1,Cloudy
728,2024-08-30,Green Valley,21.1,79.6,1.1,18.5,Cloudy
729,2024-08-30,Harbor Town,24.0,73.6,2.2,11.8,Rain
730,2024-08-31,Metro City,22.8,59.3,0.0,13.8,Sunny
731,2024-08-31,Green Valley,21.6,94.2,4.3,18.6,Rain
732,2024-08-31,Harbor Town,21.8,83.4,0.0,10.5,Sunny
733,2024-09-01,Metro City,14.7,64.1,3.3,10.3,Rain
734,2024-09-01,Green Valley,25.0,80.7,0.0,26.2,Partly Cloudy
735,2024-09-01,Harbor Town,9.7,81.0,0.0,18.6,Sunny
736,2024-09-02,Metro City,14.6,90.6,0.0,18.5,Fog
737,2024-09-02,Green Valley,20.0,73.7,0.1,13.4,Partly Cloudy
738,2024-09-02,Harbor Town,8.5,71.8,2.9,9.6,Rain
739,2024-09-03,Metro City,17.9,83.9,1.5,5.4,Cloudy
740,2024-09-03,Green Valley,23.3,85.3,0.0,15.0,Fog
741,2024-09-03,Harbor Town,14.9,57.0,0.0,18.9,Sunny
742,2024-09-04,Metro City,12.4,91.3,0.0,23.3,Fog
743,2024-09-04,Green Valley,18.0,77.6,0.0,10.4,Sunny
744,2024-09-04,Harbor Town,13.1,84.2,0.0,18.2,Cloudy
745,2024-09-05,Metro City,10.2,63.0,0.0,9.2,Sunny
746,2024-09-05,Green Valley,22.8,71.5,3.1,15.8,Rain
747,2024-09-05,Harbor Town,13.9,89.9,0.0,10.7,Cloudy
748,2024-09-06,Metro City,16.5,78.6,0.0,26.0,Sunny
749,2024-09-06,Green Valley,21.0,72.3,0.0,15.1,Sunny
750,2024-09-06,Harbor Town,14.0,71.9,0.0,12.2,Sunny
