id,date,store_id,product_id,quantity_on_hand,days_until_expiry,freshness_score
3964,2025-12-08,4,148,4.2,4,0.4
3965,2025-12-08,4,123,4.5,100,0.56
3966,2025-12-08,4,33,4.8,2,0.29
3967,2025-12-08,4,138,4.5,1,0.2
3968,2025-12-08,4,37,10.2,1,0.07
3969,2025-12-08,4,51,11.2,7,0.5
3970,2025-12-08,4,41,10.9,28,0.93
3971,2025-12-08,4,109,2.9,275,0.75
3972,2025-12-08,4,115,5.6,184,0.5
3973,2025-12-08,4,120,15.0,28,0.08
3974,2025-12-08,4,10,6.9,7,0.88
3975,2025-12-08,4,77,49.7,1,0.2
3976,2025-12-08,4,144,7.9,4,0.8
3977,2025-12-08,4,62,8.7,1,0.33
3978,2025-12-08,4,25,25.5,0,0.0
3979,2025-12-08,4,27,11.0,5,1.0
3980,2025-12-08,4,42,6.1,4,0.8
3981,2025-12-08,4,147,8.8,3,0.3
3982,2025-12-08,4,28,40.0,1,0.14
3983,2025-12-08,4,54,7.5,7,0.7
3984,2025-12-08,4,30,12.1,1,0.1
3985,2025-12-08,4,66,7.1,0,0.0
3986,2025-12-08,4,4,28.0,4,0.29
3987,2025-12-08,4,60,19.7,2,0.67
3988,2025-12-08,4,22,30.3,29,0.97
3989,2025-12-08,4,116,11.6,3,0.03
3990,2025-12-08,4,44,4.2,0,0.0
3991,2025-12-08,4,18,0.4,13,0.62
3992,2025-12-08,4,38,12.8,3,0.21
3993,2025-12-08,4,129,11.4,110,0.61
3994,2025-12-08,4,2,35.0,17,0.81
3995,2025-12-08,4,128,7.5,179,0.99
3996,2025-12-08,4,95,4.6,236,0.65
3997,2025-12-08,4,136,11.1,0,0.0
3998,2025-12-08,4,125,13.8,92,0.51
3999,2025-12-08,4,94,6.7,54,0.3
4000,2025-12-08,4,31,11.7,7,0.7
4001,2025-12-08,4,83,11.7,5,1.0
4002,2025-12-08,4,137,17.6,5,1.0
4003,2025-12-08,4,100,8.2,278,0.76
4004,2025-12-08,4,17,2.5,4,0.29
4005,2025-12-08,4,101,7.5,337,0.92
4006,2025-12-08,5,51,20.5,14,1.0
4007,2025-12-08,5,65,16.0,2,0.29
4008,2025-12-08,5,137,26.4,0,0.0
4009,2025-12-08,5,46,21.2,3,0.43
4010,2025-12-08,5,13,10.3,1,0.14
4011,2025-12-08,5,96,13.0,100,0.56
4012,2025-12-08,5,146,5.3,5,0.71
4013,2025-12-08,5,135,9.9,0,0.0
4014,2025-12-08,5,40,21.1,58,0.97
4015,2025-12-08,5,83,5.1,4,0.8
4016,2025-12-08,5,134,10.3,1,0.07
4017,2025-12-08,5,107,4.3,259,0.35
4018,2025-12-08,5,25,15.8,4,0.57
4019,2025-12-08,5,42,4.5,0,0.0
4020,2025-12-08,5,29,13.3,3,0.43
4021,2025-12-08,5,15,9.9,6,0.29
4022,2025-12-08,5,120,1.6,348,0.95
4023,2025-12-08,5,3,6.2,21,1.0
4024,2025-12-08,5,12,26.0,0,0.0
4025,2025-12-08,5,34,11.0,1,0.2
4026,2025-12-08,5,52,7.2,10,0.33
4027,2025-12-08,5,27,18.3,4,0.8
4028,2025-12-08,5,119,4.9,51,0.28
4029,2025-12-08,5,114,10.0,143,0.79
4030,2025-12-08,5,147,7.0,3,0.3
4031,2025-12-08,5,26,14.5,3,0.43
4032,2025-12-08,5,64,7.2,3,0.43
4033,2025-12-08,5,2,8.9,8,0.38
4034,2025-12-08,5,11,8.6,3,0.43
4035,2025-12-08,5,16,6.2,6,0.43
4036,2025-12-08,5,111,9.1,250,0.68
4037,2025-12-08,5,1,18.2,6,0.86
4038,2025-12-08,5,19,2.5,1,0.2
4039,2025-12-08,5,121,6.3,72,0.4
4040,2025-12-08,5,142,6.2,79,0.44
4041,2025-12-08,5,6,3.4,6,0.86
4042,2025-12-08,5,127,8.3,93,0.78
4043,2025-12-08,5,86,1.7,4,0.8
4044,2025-12-08,5,99,25.1,726,0.99
4045,2025-12-08,5,20,9.7,0,0.0
4046,2025-12-08,5,97,5.5,453,0.62
4047,2025-12-08,5,4,24.8,10,0.71
4048,2025-12-08,5,77,19.0,4,0.8
4049,2025-12-08,5,32,25.7,2,0.29
4050,2025-12-08,5,117,12.1,164,0.45
4051,2025-12-08,5,18,2.4,8,0.38
4052,2025-12-08,5,58,30.6,3,1.0
4053,2025-12-08,5,108,12.8,104,0.58
4054,2025-12-08,5,103,11.3,376,0.52
4055,2025-12-08,5,9,7.4,3,0.21
4056,2025-12-08,5,73,1.8,0,0.0
4057,2025-12-08,5,69,5.7,13,0.62
4058,2025-12-08,5,80,15.2,0,0.0
4059,2025-12-08,5,92,8.1,154,0.86
4060,2025-12-08,5,88,15.5,6,0.6
4061,2025-12-08,5,124,2.6,360,0.99
4062,2025-12-08,5,47,17.5,4,0.57
4063,2025-12-08,5,63,13.8,0,0.0
4064,2025-12-08,5,56,8.3,4,0.4
4065,2025-12-08,5,59,3.9,0,0.0
4066,2025-12-08,5,145,3.2,1,0.2
4067,2025-12-08,5,105,4.1,294,0.4
4068,2025-12-08,5,7,19.7,3,0.3
4069,2025-12-08,5,82,4.1,3,1.0
4070,2025-12-08,5,102,10.5,50,0.14
4071,2025-12-08,5,128,2.9,51,0.28
4072,2025-12-08,5,14,7.3,2,0.14
4073,2025-12-08,5,87,14.3,5,0.5
4074,2025-12-08,5,130,9.1,315,0.86
4075,2025-12-08,5,10,7.4,0,0.0
4076,2025-12-08,5,126,15.6,80,0.67
4077,2025-12-08,5,144,4.0,2,0.4
4078,2025-12-08,5,24,24.2,14,0.67
4079,2025-12-08,5,23,15.3,11,0.37
4080,2025-12-08,5,133,5.3,40,0.33
4081,2025-12-08,5,31,26.0,2,0.2
4082,2025-12-08,6,16,3.3,7,0.5
4083,2025-12-08,6,138,3.3,4,0.8
4084,2025-12-08,6,70,12.4,2,1.0
4085,2025-12-08,6,115,2.0,293,0.8
4086,2025-12-08,6,9,2.3,7,0.5
4087,2025-12-08,6,22,49.0,8,0.27
4088,2025-12-08,6,137,14.8,5,1.0
4089,2025-12-08,6,141,4.5,1,1.0
4090,2025-12-08,6,33,6.3,3,0.43
4091,2025-12-08,6,139,3.5,1,0.33
4092,2025-12-08,6,100,10.7,188,0.52
4093,2025-12-08,6,144,6.8,0,0.0
4094,2025-12-08,6,117,14.1,199,0.55
4095,2025-12-08,6,20,9.8,0,0.0
4096,2025-12-08,6,68,12.1,3,0.3
4097,2025-12-08,6,95,13.7,358,0.98
4098,2025-12-08,6,147,8.7,4,0.4
4099,2025-12-08,6,4,19.2,6,0.43
4100,2025-12-08,6,19,2.7,2,0.4
4101,2025-12-08,6,78,35.5,2,0.4
4102,2025-12-08,6,7,6.9,7,0.7
4103,2025-12-08,6,121,10.4,85,0.47
4104,2025-12-08,6,89,2.8,3,0.1
4105,2025-12-08,6,44,2.4,0,0.0
4106,2025-12-08,6,40,20.9,23,0.38
4107,2025-12-08,6,27,4.5,0,0.0
4108,2025-12-08,6,11,9.6,0,0.0
4109,2025-12-08,6,87,2.4,2,0.2
4110,2025-12-08,6,94,3.9,89,0.49
4111,2025-12-08,6,86,4.9,0,0.0
4112,2025-12-08,6,59,18.3,3,1.0
4113,2025-12-08,7,119,2.8,94,0.52
4114,2025-12-08,7,42,6.1,1,0.2
4115,2025-12-08,7,121,11.2,127,0.71
4116,2025-12-08,7,123,5.7,14,0.08
4117,2025-12-08,7,12,6.1,2,0.4
4118,2025-12-08,7,130,4.0,227,0.62
4119,2025-12-08,7,16,3.1,6,0.43
4120,2025-12-08,7,36,5.4,7,1.0
4121,2025-12-08,7,96,15.4,106,0.59
4122,2025-12-08,7,63,4.3,3,1.0
4123,2025-12-08,7,124,16.1,192,0.53
4124,2025-12-08,7,97,26.2,437,0.6
4125,2025-12-08,7,64,7.9,4,0.57
4126,2025-12-08,7,109,15.1,88,0.24
4127,2025-12-08,7,99,16.6,438,0.6
4128,2025-12-08,7,148,3.9,4,0.4
4129,2025-12-08,7,69,4.9,8,0.38
4130,2025-12-08,7,112,11.4,512,0.7
4131,2025-12-08,7,139,7.5,2,0.67
4132,2025-12-08,7,82,2.8,2,0.67
4133,2025-12-08,7,113,2.4,188,0.52
4134,2025-12-08,7,114,8.5,1,0.01
4135,2025-12-08,7,98,19.0,578,0.79
4136,2025-12-08,7,29,11.2,0,0.0
4137,2025-12-08,7,147,8.9,1,0.1
4138,2025-12-08,7,39,5.8,5,0.71
4139,2025-12-08,7,105,2.0,296,0.41
4140,2025-12-08,7,111,5.2,350,0.96
4141,2025-12-08,7,116,8.1,28,0.31
4142,2025-12-08,7,81,4.7,3,0.6
4143,2025-12-08,7,49,18.3,14,1.0
4144,2025-12-08,7,14,5.5,6,0.43
4145,2025-12-08,7,76,4.3,586,0.8
4146,2025-12-08,7,9,7.3,5,0.36
4147,2025-12-08,8,54,10.6,0,0.0
4148,2025-12-08,8,85,10.5,1,0.5
4149,2025-12-08,8,27,26.3,2,0.4
4150,2025-12-08,8,146,6.6,1,0.14
4151,2025-12-08,8,117,7.2,186,0.51
4152,2025-12-08,8,128,7.4,14,0.08
4153,2025-12-08,8,3,12.7,20,0.95
4154,2025-12-08,8,122,6.0,274,0.75
4155,2025-12-08,8,132,8.5,147,0.82
4156,2025-12-08,8,1,9.9,6,0.86
4157,2025-12-08,8,59,15.4,0,0.0
4158,2025-12-08,8,2,42.6,2,0.1
4159,2025-12-08,8,13,14.0,0,0.0
4160,2025-12-08,8,72,8.8,2,1.0
4161,2025-12-08,8,12,25.3,5,1.0
4162,2025-12-08,8,90,11.0,2,0.14
4163,2025-12-08,8,70,8.7,1,0.5
4164,2025-12-08,8,14,14.0,10,0.71
4165,2025-12-08,8,40,12.0,39,0.65
4166,2025-12-08,8,114,16.7,33,0.18
4167,2025-12-08,8,83,9.4,3,0.6
4168,2025-12-08,8,60,22.7,3,1.0
4169,2025-12-08,8,121,7.2,155,0.86
4170,2025-12-08,8,91,16.5,244,0.67
4171,2025-12-08,8,8,8.9,2,0.2
4172,2025-12-08,8,26,16.5,2,0.29
4173,2025-12-08,8,142,4.0,144,0.8
4174,2025-12-08,8,84,13.0,0,0.0
4175,2025-12-08,8,134,8.4,1,0.07
4176,2025-12-08,8,20,9.0,2,0.5
4177,2025-12-08,8,4,6.4,9,0.64
4178,2025-12-08,8,45,12.2,9,0.43
4179,2025-12-08,8,42,7.8,5,1.0
4180,2025-12-08,8,17,10.4,1,0.07
4181,2025-12-08,8,76,9.5,475,0.65
4182,2025-12-08,8,7,20.4,4,0.4
4183,2025-12-08,8,88,8.7,2,0.2
4184,2025-12-08,8,36,16.1,4,0.57
4185,2025-12-08,8,65,17.0,7,1.0
4186,2025-12-08,8,127,9.0,17,0.14
4187,2025-12-08,8,123,5.0,12,0.07
4188,2025-12-08,8,62,9.0,0,0.0
4189,2025-12-08,8,55,33.9,0,0.0
4190,2025-12-08,8,15,17.2,13,0.62
4191,2025-12-08,8,35,0.8,4,0.8
4192,2025-12-08,8,110,14.5,416,0.57
4193,2025-12-08,8,18,0.9,6,0.29
4194,2025-12-08,8,29,15.8,4,0.57
4195,2025-12-08,8,144,3.1,5,1.0
4196,2025-12-08,8,68,12.9,0,0.0
4197,2025-12-08,8,130,11.7,243,0.67
4198,2025-12-08,8,69,7.2,16,0.76
4199,2025-12-08,8,23,35.9,21,0.7
4200,2025-12-08,8,63,2.1,1,0.33
4201,2025-12-08,8,97,24.3,493,0.68
4202,2025-12-08,8,38,15.3,5,0.36
4203,2025-12-08,8,113,6.7,290,0.79
4204,2025-12-08,8,116,11.6,24,0.27
4205,2025-12-08,8,126,12.0,72,0.6
4206,2025-12-08,8,94,12.8,143,0.79
4207,2025-12-08,8,25,7.0,3,0.43
4208,2025-12-08,8,99,20.2,392,0.54
4209,2025-12-08,8,92,16.0,116,0.64
4210,2025-12-08,8,139,10.7,2,0.67
4211,2025-12-08,8,22,46.5,17,0.57
4212,2025-12-08,9,6,2.9,0,0.0
4213,2025-12-08,9,74,6.6,1,0.5
4214,2025-12-08,9,3,8.3,3,0.14
4215,2025-12-08,9,8,18.1,0,0.0
4216,2025-12-08,9,55,8.1,11,0.52
4217,2025-12-08,9,86,3.7,3,0.6
4218,2025-12-08,9,39,6.1,5,0.71
4219,2025-12-08,9,52,32.5,4,0.13
4220,2025-12-08,9,116,7.9,63,0.7
4221,2025-12-08,9,121,10.7,71,0.39
4222,2025-12-08,9,133,5.3,96,0.8
4223,2025-12-08,9,77,8.0,3,0.6
4224,2025-12-08,9,87,17.7,5,0.5
4225,2025-12-08,9,103,9.9,392,0.54
4226,2025-12-08,9,47,25.9,6,0.86
4227,2025-12-08,9,100,2.2,263,0.72
4228,2025-12-08,9,122,7.7,149,0.41
4229,2025-12-08,9,110,15.0,469,0.64
4230,2025-12-08,9,38,5.1,12,0.86
4231,2025-12-08,9,83,14.5,5,1.0
4232,2025-12-08,9,119,12.7,147,0.82
4233,2025-12-08,9,14,4.8,6,0.43
4234,2025-12-08,9,90,5.4,8,0.57
4235,2025-12-08,9,34,15.9,3,0.6
4236,2025-12-08,9,71,7.0,2,1.0
4237,2025-12-08,9,31,15.4,5,0.5
4238,2025-12-08,9,42,11.1,1,0.2
4239,2025-12-08,9,127,9.5,91,0.76
4240,2025-12-08,9,63,14.1,0,0.0
4241,2025-12-08,9,142,1.2,138,0.77
4242,2025-12-08,9,58,21.7,1,0.33
4243,2025-12-08,9,139,5.2,1,0.33
4244,2025-12-08,9,27,25.8,4,0.8
4245,2025-12-08,9,76,9.3,558,0.76
4246,2025-12-08,9,16,6.9,5,0.36
4247,2025-12-08,9,23,48.1,17,0.57
4248,2025-12-08,9,68,10.1,2,0.2
4249,2025-12-08,9,136,7.7,0,0.0
4250,2025-12-08,9,9,9.3,4,0.29
4251,2025-12-08,9,57,11.0,13,0.93
4252,2025-12-08,9,143,4.6,95,0.26
4253,2025-12-08,9,107,2.6,499,0.68
4254,2025-12-08,9,115,4.9,71,0.19
4255,2025-12-08,9,146,1.3,4,0.57
4256,2025-12-08,9,67,5.6,2,0.67
4257,2025-12-08,9,123,2.3,117,0.65
4258,2025-12-08,9,98,8.6,277,0.38
4259,2025-12-08,9,12,22.2,3,0.6
4260,2025-12-08,10,132,6.9,39,0.22
4261,2025-12-08,10,128,3.2,65,0.36
4262,2025-12-08,10,98,8.7,607,0.83
4263,2025-12-08,10,38,7.9,13,0.93
4264,2025-12-08,10,26,18.2,5,0.71
4265,2025-12-08,10,111,3.7,101,0.28
4266,2025-12-08,10,25,19.6,2,0.29
4267,2025-12-08,10,35,21.7,0,0.0
4268,2025-12-08,10,72,5.3,1,0.5
4269,2025-12-08,10,78,8.7,0,0.0
4270,2025-12-08,10,82,3.6,3,1.0
4271,2025-12-08,10,17,2.5,5,0.36
4272,2025-12-08,10,56,5.0,1,0.1
4273,2025-12-08,10,80,14.5,0,0.0
4274,2025-12-08,10,50,17.2,12,0.86
4275,2025-12-08,10,97,13.4,432,0.59
4276,2025-12-08,10,29,12.3,4,0.57
4277,2025-12-08,10,52,22.1,13,0.43
4278,2025-12-08,10,37,2.6,10,0.71
4279,2025-12-08,10,131,8.8,1,0.0
4280,2025-12-08,10,67,2.1,1,0.33
4281,2025-12-08,10,107,8.5,12,0.02
4282,2025-12-08,10,75,10.1,624,0.85
4283,2025-12-08,10,69,1.4,14,0.67
4284,2025-12-08,10,108,7.6,102,0.57
4285,2025-12-08,10,79,2.9,4,0.8
4286,2025-12-08,10,140,6.8,0,0.0
4287,2025-12-08,10,123,3.4,38,0.21
4288,2025-12-08,10,36,6.6,5,0.71
4289,2025-12-08,10,115,6.8,351,0.96
4290,2025-12-08,10,135,2.5,5,1.0
4291,2025-12-08,10,14,8.5,9,0.64
4292,2025-12-08,10,143,0.4,231,0.63
4293,2025-12-08,10,141,2.8,0,0.0
4294,2025-12-08,10,62,13.2,3,1.0
4295,2025-12-08,10,2,10.8,5,0.24
4296,2025-12-08,10,146,4.7,0,0.0
4297,2025-12-09,1,53,3.9,9,0.64
4298,2025-12-09,1,76,4.5,638,0.87
4299,2025-12-09,1,127,6.8,63,0.53
4300,2025-12-09,1,144,2.3,0,0.0
4301,2025-12-09,1,24,15.3,8,0.38
4302,2025-12-09,1,18,4.5,5,0.24
4303,2025-12-09,1,68,15.4,1,0.1
4304,2025-12-09,1,110,22.9,705,0.97
4305,2025-12-09,1,34,18.4,4,0.8
4306,2025-12-09,1,82,8.7,0,0.0
4307,2025-12-09,1,138,10.4,5,1.0
4308,2025-12-09,1,23,52.5,16,0.53
4309,2025-12-09,1,132,10.7,84,0.47
4310,2025-12-09,1,16,8.9,4,0.29
4311,2025-12-09,1,131,5.7,163,0.45
4312,2025-12-09,1,22,60.3,28,0.93
4313,2025-12-09,1,77,41.8,2,0.4
4314,2025-12-09,1,72,7.3,2,1.0
4315,2025-12-09,1,28,13.1,6,0.86
4316,2025-12-09,1,56,14.0,10,1.0
4317,2025-12-09,1,101,11.0,66,0.18
4318,2025-12-09,1,91,0.1,160,0.44
4319,2025-12-09,1,109,16.1,53,0.15
4320,2025-12-09,1,12,26.7,1,0.2
4321,2025-12-09,1,80,10.8,3,1.0
4322,2025-12-09,1,143,3.3,108,0.3
4323,2025-12-09,1,33,13.5,3,0.43
4324,2025-12-09,1,145,4.2,4,0.8
4325,2025-12-09,1,25,14.6,7,1.0
4326,2025-12-09,1,73,3.4,1,0.5
4327,2025-12-09,1,13,10.0,1,0.14
4328,2025-12-09,1,50,25.9,10,0.71
4329,2025-12-09,1,11,8.0,0,0.0
4330,2025-12-09,1,124,7.6,309,0.85
4331,2025-12-09,1,84,16.2,12,0.86
4332,2025-12-09,1,81,20.1,0,0.0
4333,2025-12-09,1,114,18.0,58,0.32
4334,2025-12-09,1,49,21.4,6,0.43
4335,2025-12-09,1,92,2.6,43,0.24
4336,2025-12-09,1,7,10.8,2,0.2
4337,2025-12-09,1,70,0.7,0,0.0
4338,2025-12-09,1,35,16.1,2,0.4
4339,2025-12-09,1,135,3.8,4,0.8
4340,2025-12-09,1,2,32.7,16,0.76
4341,2025-12-09,1,140,5.4,1,0.2
4342,2025-12-09,1,97,23.9,622,0.85
4343,2025-12-09,1,41,14.8,15,0.5
4344,2025-12-09,1,87,2.1,10,1.0
4345,2025-12-09,2,100,4.4,2,0.01
4346,2025-12-09,2,18,2.7,1,0.05
4347,2025-12-09,2,57,6.9,4,0.29
4348,2025-12-09,2,114,14.2,168,0.93
4349,2025-12-09,2,131,5.7,182,0.5
4350,2025-12-09,2,130,6.4,58,0.16
4351,2025-12-09,2,72,4.1,1,0.5
4352,2025-12-09,2,41,7.8,5,0.17
4353,2025-12-09,2,102,23.2,152,0.42
4354,2025-12-09,2,106,9.5,44,0.24
4355,2025-12-09,2,37,8.1,2,0.14
4356,2025-12-09,2,65,8.3,6,0.86
4357,2025-12-09,2,8,9.0,10,1.0
4358,2025-12-09,2,99,19.3,365,0.5
4359,2025-12-09,2,101,14.2,329,0.9
4360,2025-12-09,2,49,23.3,8,0.57
4361,2025-12-09,2,46,54.2,7,1.0
4362,2025-12-09,2,118,1.8,311,0.85
4363,2025-12-09,2,116,6.9,28,0.31
4364,2025-12-09,2,50,26.8,7,0.5
4365,2025-12-09,2,148,6.4,4,0.4
4366,2025-12-09,2,75,13.9,574,0.79
4367,2025-12-09,2,7,21.7,3,0.3
4368,2025-12-09,2,136,7.5,1,0.2
4369,2025-12-09,2,127,4.9,50,0.42
4370,2025-12-09,2,26,8.7,6,0.86
4371,2025-12-09,2,97,30.9,565,0.77
4372,2025-12-09,2,9,4.4,10,0.71
4373,2025-12-09,2,139,4.9,3,1.0
4374,2025-12-09,2,55,42.3,5,0.24
4375,2025-12-09,2,146,4.2,0,0.0
4376,2025-12-09,2,93,0.8,153,0.42
4377,2025-12-09,2,42,6.3,1,0.2
4378,2025-12-09,2,109,6.8,130,0.36
4379,2025-12-09,2,115,7.1,13,0.04
4380,2025-12-09,2,94,6.8,156,0.87
4381,2025-12-09,2,120,8.8,355,0.97
4382,2025-12-09,2,3,12.4,2,0.1
4383,2025-12-09,2,122,9.3,318,0.87
4384,2025-12-09,2,113,8.2,44,0.12
4385,2025-12-09,2,32,12.6,0,0.0
4386,2025-12-09,2,147,5.5,7,0.7
4387,2025-12-09,2,132,9.0,130,0.72
4388,2025-12-09,3,44,9.7,9,0.9
4389,2025-12-09,3,138,4.1,2,0.4
4390,2025-12-09,3,47,20.2,6,0.86
4391,2025-12-09,3,103,11.7,538,0.74
4392,2025-12-09,3,120,11.7,44,0.12
4393,2025-12-09,3,62,16.1,2,0.67
4394,2025-12-09,3,95,28.3,331,0.91
4395,2025-12-09,3,115,10.1,117,0.32
4396,2025-12-09,3,119,8.9,105,0.58
4397,2025-12-09,3,68,5.4,9,0.9
4398,2025-12-09,3,71,12.1,0,0.0
4399,2025-12-09,3,57,9.8,4,0.29
4400,2025-12-09,3,21,29.6,2,0.2
4401,2025-12-09,3,8,11.2,4,0.4
4402,2025-12-09,3,69,6.7,12,0.57
4403,2025-12-09,3,148,0.4,5,0.5
4404,2025-12-09,3,10,5.1,1,0.12
4405,2025-12-09,3,37,5.5,6,0.43
4406,2025-12-09,3,45,21.1,5,0.24
4407,2025-12-09,3,106,9.0,68,0.38
4408,2025-12-09,3,92,14.7,130,0.72
4409,2025-12-09,3,2,7.3,2,0.1
4410,2025-12-09,3,43,0.3,2,0.4
4411,2025-12-09,3,55,25.0,4,0.19
4412,2025-12-09,3,87,10.9,9,0.9
4413,2025-12-09,3,94,9.4,5,0.03
4414,2025-12-09,3,97,13.7,127,0.17
4415,2025-12-09,3,126,14.0,31,0.26
4416,2025-12-09,3,75,7.3,121,0.17
4417,2025-12-09,3,29,12.4,4,0.57
4418,2025-12-09,3,101,13.2,4,0.01
4419,2025-12-09,3,13,2.9,6,0.86
4420,2025-12-09,3,128,8.6,119,0.66
4421,2025-12-09,3,73,1.7,0,0.0
4422,2025-12-09,3,9,2.7,11,0.79
4423,2025-12-09,3,134,9.3,11,0.79
4424,2025-12-09,3,111,11.0,204,0.56
4425,2025-12-09,3,24,12.5,15,0.71
4426,2025-12-09,3,108,23.3,155,0.86
4427,2025-12-09,3,12,4.0,2,0.4
4428,2025-12-09,3,60,10.9,3,1.0
4429,2025-12-09,3,65,15.3,2,0.29
4430,2025-12-09,3,141,0.9,0,0.0
4431,2025-12-09,3,17,5.3,2,0.14
4432,2025-12-09,3,135,5.7,2,0.4
4433,2025-12-09,3,59,11.1,0,0.0
4434,2025-12-09,3,76,5.9,439,0.6
4435,2025-12-09,3,124,9.0,8,0.02
4436,2025-12-09,3,20,6.1,4,1.0
4437,2025-12-09,3,140,2.4,3,0.6
4438,2025-12-09,3,33,6.3,3,0.43
4439,2025-12-09,3,22,49.1,16,0.53
4440,2025-12-09,3,129,2.2,119,0.66
4441,2025-12-09,3,130,2.1,23,0.06
4442,2025-12-09,3,104,11.3,533,0.29
4443,2025-12-09,3,58,29.9,2,0.67
4444,2025-12-09,3,35,13.4,5,1.0
4445,2025-12-09,3,23,43.8,17,0.57
4446,2025-12-09,3,79,14.3,5,1.0
4447,2025-12-09,3,107,6.2,428,0.59
4448,2025-12-09,3,84,15.4,10,0.71
4449,2025-12-09,3,50,14.7,6,0.43
4450,2025-12-09,3,114,9.3,90,0.5
4451,2025-12-09,3,38,18.5,1,0.07
4452,2025-12-09,3,42,5.3,3,0.6
4453,2025-12-09,3,80,8.7,3,1.0
4454,2025-12-09,4,82,15.4,1,0.33
4455,2025-12-09,4,50,37.8,0,0.0
4456,2025-12-09,4,28,15.3,1,0.14
4457,2025-12-09,4,113,12.2,224,0.61
4458,2025-12-09,4,145,9.2,4,0.8
4459,2025-12-09,4,1,44.8,6,0.86
4460,2025-12-09,4,72,5.9,1,0.5
4461,2025-12-09,4,137,10.4,2,0.4
4462,2025-12-09,4,97,23.1,662,0.91
4463,2025-12-09,4,61,19.5,2,0.67
4464,2025-12-09,4,24,33.6,21,1.0
4465,2025-12-09,4,23,18.0,12,0.4
4466,2025-12-09,4,70,20.5,1,0.5
4467,2025-12-09,4,102,29.6,293,0.8
4468,2025-12-09,4,32,21.0,5,0.71
4469,2025-12-09,4,12,18.7,3,0.6
4470,2025-12-09,4,62,10.9,0,0.0
4471,2025-12-09,4,3,21.4,4,0.19
4472,2025-12-09,4,37,12.2,7,0.5
4473,2025-12-09,4,79,21.0,3,0.6
4474,2025-12-09,4,34,14.7,4,0.8
4475,2025-12-09,4,99,23.9,616,0.84
4476,2025-12-09,4,68,20.0,1,0.1
4477,2025-12-09,4,139,13.2,0,0.0
4478,2025-12-09,4,109,6.9,3,0.01
4479,2025-12-09,4,4,20.8,3,0.21
4480,2025-12-09,4,13,9.4,6,0.86
4481,2025-12-09,4,136,7.4,5,1.0
4482,2025-12-09,4,69,12.6,14,0.67
4483,2025-12-09,4,85,6.8,1,0.5
4484,2025-12-09,4,25,23.1,2,0.29
4485,2025-12-09,4,135,12.9,0,0.0
4486,2025-12-09,4,134,13.4,1,0.07
4487,2025-12-09,4,117,13.0,268,0.73
4488,2025-12-09,4,95,33.2,203,0.56
4489,2025-12-09,4,27,1.9,2,0.4
4490,2025-12-09,4,148,4.1,2,0.2
4491,2025-12-09,4,90,18.8,11,0.79
4492,2025-12-09,4,33,6.4,1,0.14
4493,2025-12-09,4,92,24.6,61,0.34
4494,2025-12-09,4,138,2.7,3,0.6
4495,2025-12-09,4,18,5.6,5,0.24
4496,2025-12-09,4,39,5.1,5,0.71
4497,2025-12-09,4,66,17.9,3,1.0
4498,2025-12-09,4,8,9.1,6,0.6
4499,2025-12-09,4,107,11.3,525,0.72
4500,2025-12-09,4,36,19.4,4,0.57
4501,2025-12-09,4,5,21.1,4,0.8
4502,2025-12-09,4,87,30.2,2,0.2
4503,2025-12-09,4,51,21.1,2,0.14
4504,2025-12-09,4,121,7.6,19,0.11
4505,2025-12-09,4,80,19.8,2,0.67
4506,2025-12-09,4,120,10.5,190,0.52
4507,2025-12-09,4,22,5.5,29,0.97
4508,2025-12-09,4,21,33.9,7,0.7
4509,2025-12-09,4,58,26.8,0,0.0
4510,2025-12-09,4,41,7.8,27,0.9
4511,2025-12-09,4,125,6.8,22,0.12
4512,2025-12-09,4,43,0.9,2,0.4
4513,2025-12-09,4,100,2.7,281,0.77
4514,2025-12-09,4,31,6.9,8,0.8
4515,2025-12-09,4,108,29.9,62,0.34
4516,2025-12-09,4,81,17.5,4,0.8
4517,2025-12-09,4,91,13.4,21,0.06
4518,2025-12-09,4,130,6.5,333,0.91
4519,2025-12-09,4,55,56.4,15,0.71
4520,2025-12-09,4,127,12.1,44,0.37
4521,2025-12-09,4,74,8.2,2,1.0
4522,2025-12-09,4,38,12.0,4,0.29
4523,2025-12-09,4,20,9.0,1,0.25
4524,2025-12-09,4,83,10.8,5,1.0
4525,2025-12-09,4,46,57.3,2,0.29
4526,2025-12-09,5,11,5.0,5,0.71
4527,2025-12-09,5,89,9.0,4,0.13
4528,2025-12-09,5,3,7.3,8,0.38
4529,2025-12-09,5,52,15.5,12,0.4
4530,2025-12-09,5,102,22.5,328,0.9
4531,2025-12-09,5,67,6.3,0,0.0
4532,2025-12-09,5,146,5.7,4,0.57
4533,2025-12-09,5,88,13.5,3,0.3
4534,2025-12-09,5,145,7.1,0,0.0
4535,2025-12-09,5,122,10.9,131,0.36
4536,2025-12-09,5,137,22.6,4,0.8
4537,2025-12-09,5,6,9.1,6,0.86
4538,2025-12-09,5,23,47.3,3,0.1
4539,2025-12-09,5,31,4.4,7,0.7
4540,2025-12-09,5,50,24.1,3,0.21
4541,2025-12-09,5,13,7.2,3,0.43
4542,2025-12-09,5,84,12.3,8,0.57
4543,2025-12-09,5,99,29.6,1,0.0
4544,2025-12-09,5,17,4.7,1,0.07
