date,city,temp_c,humidity,precipitation_mm,wind_speed_kmh,condition,total_sold_kg,total_wasted_kg,revenue,stores_reporting
2024-03-30,Metro City,14.3,29.1,0.0,13.3,Partly Cloudy,12110.1,1399.4,37250.87,4
2024-03-31,Green Valley,17.6,29.3,2.5,16.9,Rain,8235.9,952.4,25189.84,3
2024-03-31,Harbor Town,15.4,36.2,4.3,18.6,Rain,10358.3,1289.4,33370.81,3
2024-03-31,Metro City,8.1,28.9,0.0,11.7,Sunny,14788.2,1600.7,45407.35,4
2024-04-01,Green Valley,15.5,45.6,0.0,34.2,Cloudy,5189.9,581.6,16993.93,3
2024-04-01,Harbor Town,10.8,28.9,0.0,29.0,Cloudy,5059.7,602.4,16527.75,3
2024-04-01,Metro City,12.5,47.3,0.0,10.1,Cloudy,7500.7,890.4,22942.04,4
2024-04-02,Green Valley,15.9,53.1,0.0,23.3,Sunny,6157.3,807.6,18138.53,3
2024-04-02,Harbor Town,14.8,28.2,0.0,8.0,Cloudy,5744.2,625.9,18944.02,3
2024-04-02,Metro City,17.8,25.8,1.1,4.9,Partly Cloudy,7976.5,985.1,24352.48,4
2024-04-03,Green Valley,18.7,37.6,0.0,12.2,Sunny,6058.1,712.1,20821.11,3
2024-04-03,Harbor Town,18.5,31.2,0.0,0.0,Sunny,6923.4,722.5,20774.15,3
2024-04-03,Metro City,12.6,41.0,0.5,7.6,Sunny,7820.5,903.4,23828.06,4
2024-04-04,Green Valley,19.8,40.6,0.0,11.5,Sunny,4361.3,496.2,13150.74,3
2024-04-04,Harbor Town,15.0,31.4,2.9,6.8,Rain,4201.6,448.2,12924.82,3
2024-04-04,Metro City,16.4,43.8,0.0,9.5,Partly Cloudy,10556.6,1203.5,33421.39,4
2024-04-05,Green Valley,21.8,21.3,0.0,19.1,Partly Cloudy,5701.1,667.8,18249.82,3
2024-04-05,Harbor Town,12.1,32.4,0.0,17.8,Cloudy,7859.2,894.5,25444.22,3
2024-04-05,Metro City,17.2,28.5,0.0,21.1,Partly Cloudy,9718.6,1074.0,30139.95,4
2024-04-06,Green Valley,16.4,45.4,0.0,22.9,Sunny,5613.1,596.3,16730.01,3
2024-04-06,Harbor Town,11.2,31.5,0.0,15.7,Sunny,8166.3,948.3,24945.9,3
2024-04-06,Metro City,17.3,30.9,0.0,6.8,Partly Cloudy,10512.8,1151.1,34662.73,4
2024-04-07,Green Valley,26.7,28.0,1.8,25.6,Cloudy,9460.2,1195.1,29799.06,3
2024-04-07,Harbor Town,21.1,30.2,0.0,15.4,Partly Cloudy,7756.3,844.6,23147.52,3
2024-04-07,Metro City,21.7,25.6,0.0,10.4,Sunny,10745.5,1064.4,34430.75,4
2024-04-08,Green Valley,18.1,45.7,0.0,17.1,Cloudy,4705.0,597.0,14226.34,3
2024-04-08,Harbor Town,17.0,48.5,0.0,24.8,Partly Cloudy,5513.5,607.8,17080.41,3
2024-04-08,Metro City,17.0,32.6,0.0,0.8,Partly Cloudy,6517.9,769.7,20300.81,4
2024-04-09,Green Valley,23.7,31.5,0.0,6.5,Sunny,5454.8,586.7,16920.85,3
2024-04-09,Harbor Town,20.2,44.0,1.0,6.1,Partly Cloudy,4493.1,460.5,14934.17,3
2024-04-09,Metro City,17.3,50.0,2.7,7.6,Rain,10103.4,1151.4,30945.94,4
2024-04-10,Green Valley,22.6,45.3,0.0,18.6,Sunny,5146.2,430.6,15988.34,3
2024-04-10,Harbor Town,19.8,24.5,0.0,9.0,Sunny,4790.4,553.7,15926.6,3
2024-04-10,Metro City,20.2,64.5,0.0,25.4,Sunny,8532.5,954.0,25926.06,4
2024-04-11,Green Valley,24.6,34.3,0.2,8.9,Sunny,6112.8,791.3,20728.65,3
2024-04-11,Harbor Town,19.1,38.4,0.0,26.5,Sunny,4923.6,600.4,15117.69,3
2024-04-11,Metro City,18.6,51.0,0.0,20.6,Sunny,7733.6,946.4,22957.58,4
2024-04-12,Green Valley,21.1,39.8,0.0,17.0,Partly Cloudy,5780.0,596.4,18832.34,3
2024-04-12,Harbor Town,19.1,37.5,0.0,14.7,Sunny,7851.7,947.1,23672.07,3
2024-04-12,Metro City,17.2,44.7,0.0,18.8,Sunny,6852.1,720.1,21911.74,4
2024-04-13,Green Valley,20.5,51.7,4.7,7.9,Rain,7106.9,743.4,21634.72,3
2024-04-13,Harbor Town,17.4,29.0,0.0,24.2,Cloudy,7924.9,1027.4,25763.04,3
2024-04-13,Metro City,20.0,34.1,0.0,20.2,Sunny,10921.5,1204.1,34477.35,4
2024-04-14,Green Valley,25.0,33.9,0.0,17.6,Sunny,4970.1,564.5,15935.87,3
2024-04-14,Harbor Town,16.8,47.7,0.0,16.1,Cloudy,9794.9,1083.6,32262.75,3
2024-04-14,Metro City,25.2,44.2,0.0,12.6,Sunny,10830.0,1214.4,35269.94,4
2024-04-15,Green Valley,21.7,29.1,0.0,43.6,Sunny,5847.6,639.9,17658.74,3
2024-04-15,Harbor Town,15.8,42.0,0.0,14.9,Sunny,4833.6,501.6,15087.31,3
2024-04-15,Metro City,16.8,47.6,0.0,22.8,Sunny,6899.8,885.0,22264.88,4
2024-04-16,Green Valley,22.8,41.9,0.9,8.8,Sunny,4575.1,497.5,13716.94,3
2024-04-16,Harbor Town,18.6,34.5,0.0,18.2,Sunny,6526.6,828.9,20838.82,3
2024-04-16,Metro City,15.7,46.3,3.0,0.4,Rain,9363.9,1198.3,31927.4,4
2024-04-17,Green Valley,27.4,36.9,2.4,22.4,Rain,4467.3,539.9,14918.0,3
2024-04-17,Harbor Town,21.9,48.7,2.5,19.9,Rain,4873.7,568.0,16064.9,3
2024-04-17,Metro City,21.6,20.4,0.0,15.3,Partly Cloudy,8752.1,989.5,28078.87,4
2024-04-18,Green Valley,23.0,24.9,0.0,15.9,Partly Cloudy,6466.0,744.7,19911.11,3
2024-04-18,Harbor Town,20.7,47.0,0.5,25.6,Cloudy,6918.1,785.0,21843.82,3
2024-04-18,Metro City,17.3,21.8,1.2,12.5,Sunny,7361.7,722.2,22063.49,4
2024-04-19,Green Valley,27.3,31.5,0.0,4.8,Sunny,4674.5,535.6,15163.74,3
2024-04-19,Harbor Town,17.1,31.3,0.0,5.9,Sunny,6521.6,725.1,20604.09,3
2024-04-19,Metro City,21.4,34.2,0.0,17.8,Partly Cloudy,8348.2,975.5,26534.77,4
2024-04-20,Green Valley,23.5,47.0,0.0,19.3,Sunny,7238.9,884.1,24365.92,3
2024-04-20,Harbor Town,15.8,46.3,0.4,17.7,Sunny,5570.5,640.4,17181.25,3
2024-04-20,Metro City,19.6,25.3,2.4,0.2,Rain,10630.8,987.9,34284.55,4
2024-04-21,Green Valley,23.1,48.3,0.0,22.5,Sunny,6360.3,663.1,19014.48,3
2024-04-21,Harbor Town,19.6,50.2,0.0,9.7,Sunny,8451.1,944.4,26472.78,3
2024-04-21,Metro City,23.3,58.2,0.7,20.0,Partly Cloudy,11518.4,1250.2,35429.92,4
2024-04-22,Green Valley,26.5,32.8,0.1,13.6,Cloudy,4272.7,429.7,13456.24,3
2024-04-22,Harbor Town,17.9,20.0,0.0,11.3,Sunny,3658.6,441.4,12631.32,3
2024-04-22,Metro City,22.7,27.4,0.0,21.1,Sunny,6064.7,677.9,19869.11,4
2024-04-23,Green Valley,20.4,27.4,0.0,17.8,Sunny,6146.0,762.2,19858.69,3
2024-04-23,Harbor Town,20.5,67.4,0.0,11.2,Sunny,4623.5,566.6,15973.58,3
2024-04-23,Metro City,21.2,54.8,0.0,19.6,Partly Cloudy,10055.5,1023.6,32663.22,4
2024-04-24,Green Valley,24.4,46.7,2.6,12.4,Rain,4934.8,551.6,16606.24,3
2024-04-24,Harbor Town,16.4,65.3,0.4,6.7,Sunny,5716.2,699.1,18166.91,3
2024-04-24,Metro City,19.0,43.3,0.0,0.0,Cloudy,9208.0,947.9,31431.92,4
2024-04-25,Green Valley,23.3,31.0,1.0,11.6,Partly Cloudy,5854.9,742.9,18262.67,3
2024-04-25,Harbor Town,14.7,56.8,0.6,18.0,Sunny,6433.5,848.1,20805.02,3
2024-04-25,Metro City,20.5,27.0,0.0,13.7,Cloudy,9889.1,1053.9,33333.95,4
2024-04-26,Green Valley,29.2,53.8,0.0,4.3,Partly Cloudy,7949.3,858.0,26289.17,3
2024-04-26,Harbor Town,20.2,32.5,0.0,14.4,Sunny,8294.9,911.4,25300.5,3
2024-04-26,Metro City,22.1,26.3,6.3,22.3,Rain,8880.9,925.5,28708.53,4
2024-04-27,Green Valley,28.5,42.1,0.0,15.8,Sunny,5471.5,667.8,17481.58,3
2024-04-27,Harbor Town,20.3,48.3,1.1,14.0,Sunny,7316.5,793.1,22784.4,3
2024-04-27,Metro City,21.3,47.8,3.0,11.5,Rain,10011.2,1148.0,31927.39,4
2024-04-28,Green Valley,28.9,41.0,0.0,4.2,Sunny,6785.1,756.1,22509.35,3
2024-04-28,Harbor Town,17.4,20.0,0.0,23.3,Cloudy,5209.7,589.6,16905.77,3
2024-04-28,Metro City,23.7,47.0,2.8,13.8,Rain,12831.7,1304.5,38514.13,4
2024-04-29,Green Valley,29.0,43.5,0.0,26.5,Partly Cloudy,4443.4,537.6,14010.75,3
2024-04-29,Harbor Town,19.2,44.8,0.0,17.1,Cloudy,5621.5,667.0,18701.16,3
2024-04-29,Metro City,23.5,46.7,1.2,12.9,Partly Cloudy,6287.2,737.6,20574.1,4
2024-04-30,Green Valley,27.0,50.3,0.0,19.8,Sunny,3903.8,427.4,12658.45,3
2024-04-30,Harbor Town,18.3,34.4,0.8,21.2,Sunny,7032.3,855.5,21009.47,3
2024-04-30,Metro City,22.9,43.5,0.5,16.3,Partly Cloudy,9600.1,1050.4,30895.09,4
2024-05-01,Green Valley,19.6,39.4,8.2,9.8,Rain,5201.6,660.7,18382.91,3
2024-05-01,Harbor Town,19.1,28.8,0.0,20.0,Partly Cloudy,6284.8,765.9,19358.22,3
2024-05-01,Metro City,24.0,56.0,0.0,22.7,Partly Cloudy,6427.1,759.4,19959.81,4
2024-05-02,Green Valley,27.4,29.8,0.0,14.0,Cloudy,6331.6,790.0,20969.08,3
2024-05-02,Harbor Town,21.0,50.9,0.0,4.7,Sunny,5926.4,699.5,19188.18,3
2024-05-02,Metro City,23.6,48.7,0.0,17.6,Sunny,9373.7,1057.0,29659.44,4
2024-05-03,Green Valley,27.6,29.6,0.0,3.0,Sunny,6844.9,726.0,20681.85,3
2024-05-03,Harbor Town,21.4,45.1,1.7,0.2,Partly Cloudy,6523.1,820.9,20672.22,3
2024-05-03,Metro City,26.1,41.9,0.0,18.9,Partly Cloudy,10232.9,1356.4,31398.19,4
2024-05-04,Green Valley,24.1,43.3,0.0,19.4,Sunny,8163.7,995.5,25264.51,3
2024-05-04,Harbor Town,17.2,43.6,0.0,10.3,Sunny,5693.7,621.3,18010.39,3
2024-05-04,Metro City,25.3,48.0,0.0,25.9,Cloudy,11664.8,1338.3,40350.68,4
2024-05-05,Green Valley,22.8,34.0,0.0,10.9,Cloudy,7680.1,909.6,24819.98,3
2024-05-05,Harbor Town,19.1,36.6,0.0,1.8,Sunny,8821.2,1179.4,28428.87,3
2024-05-05,Metro City,21.8,24.3,0.0,19.4,Partly Cloudy,11960.8,1361.9,38298.4,4
2024-05-06,Green Valley,29.8,40.5,0.0,11.8,Cloudy,4259.7,530.8,12926.55,3
2024-05-06,Harbor Town,17.5,43.3,0.0,11.0,Partly Cloudy,6273.7,727.2,19067.13,3
2024-05-06,Metro City,22.2,30.6,0.0,8.9,Sunny,8269.9,955.3,25676.4,4
2024-05-07,Green Valley,23.7,52.6,4.9,19.0,Rain,3581.7,409.4,11512.52,3
2024-05-07,Harbor Town,26.3,38.2,0.9,19.8,Sunny,5064.5,539.3,16533.29,3
2024-05-07,Metro City,20.4,34.7,0.0,20.2,Cloudy,8532.3,983.5,25434.69,4
2024-05-08,Green Valley,24.7,34.1,0.0,30.0,Sunny,6306.2,721.1,19356.61,3
2024-05-08,Harbor Town,19.7,34.8,0.7,12.7,Partly Cloudy,6500.1,809.7,20474.15,3
2024-05-08,Metro City,27.6,41.4,0.0,18.6,Sunny,7674.2,907.9,23712.0,4
2024-05-09,Green Valley,28.5,51.2,0.0,23.3,Sunny,5302.9,689.4,17445.63,3
2024-05-09,Harbor Town,24.5,41.1,0.0,4.0,Sunny,6227.3,742.9,19700.3,3
2024-05-09,Metro City,24.5,48.4,8.0,7.1,Rain,9057.4,993.1,28635.94,4
2024-05-10,Green Valley,21.3,23.2,0.0,20.0,Cloudy,5864.0,739.6,18961.47,3
2024-05-10,Harbor Town,22.6,39.5,2.3,12.6,Rain,6758.0,802.6,22164.55,3
2024-05-10,Metro City,24.5,34.3,0.0,18.1,Partly Cloudy,10741.1,1206.4,34886.39,4
2024-05-11,Green Valley,22.7,44.6,0.0,19.5,Partly Cloudy,6944.4,663.3,20982.94,3
2024-05-11,Harbor Town,18.1,41.0,0.0,15.0,Cloudy,8061.7,935.9,26153.52,3
2024-05-11,Metro City,21.8,42.0,0.0,10.2,Sunny,11458.5,1168.2,34847.0,4
2024-05-12,Green Valley,30.1,58.9,2.7,17.9,Rain,7439.3,753.2,23594.64,3
2024-05-12,Harbor Town,15.2,45.2,0.0,30.1,Partly Cloudy,9341.7,1113.8,29930.0,3
2024-05-12,Metro City,28.1,26.6,0.0,23.0,Sunny,14506.2,1979.9,46732.61,4
2024-05-13,Green Valley,27.7,36.0,0.0,10.6,Sunny,4192.4,450.5,13019.15,3
2024-05-13,Harbor Town,21.1,46.2,0.0,17.1,Sunny,4787.3,538.3,14990.48,3
2024-05-13,Metro City,24.7,48.9,0.0,20.5,Cloudy,9618.8,1309.9,30540.07,4
2024-05-14,Green Valley,23.4,38.7,0.0,7.8,Partly Cloudy,4155.7,450.7,14012.82,3
2024-05-14,Harbor Town,19.1,38.7,0.0,19.1,Sunny,6855.7,786.6,22075.7,3
2024-05-14,Metro City,26.5,35.6,0.3,11.6,Sunny,8450.3,984.7,27710.19,4
2024-05-15,Green Valley,29.1,37.6,0.0,7.4,Partly Cloudy,4256.4,453.8,13884.88,3
2024-05-15,Harbor Town,23.1,37.3,2.0,6.7,Sunny,7365.8,933.4,24100.08,3
2024-05-15,Metro City,28.0,42.5,0.0,16.9,Partly Cloudy,6259.2,620.5,19849.71,4
2024-05-16,Green Valley,24.0,49.9,0.6,14.5,Sunny,6407.1,742.9,20193.23,3
2024-05-16,Harbor Town,20.6,39.2,0.0,24.9,Partly Cloudy,4253.6,530.8,14020.57,3
2024-05-16,Metro City,24.6,39.7,0.0,7.8,Sunny,10364.7,1230.7,32872.52,4
2024-05-17,Green Valley,26.8,42.8,0.0,16.9,Cloudy,5444.2,540.5,17858.93,3
2024-05-17,Harbor Town,20.5,44.1,0.0,9.6,Partly Cloudy,8167.8,858.7,25430.07,3
2024-05-17,Metro City,24.5,41.2,0.0,20.4,Cloudy,8774.9,974.9,27895.19,4
2024-05-18,Green Valley,24.8,57.8,0.0,0.4,Cloudy,7150.7,751.3,22557.82,3
2024-05-18,Harbor Town,22.2,42.6,0.0,2.1,Sunny,6202.0,737.3,19621.68,3
2024-05-18,Metro City,21.8,43.9,0.1,0.5,Sunny,11426.1,1359.5,37777.73,4
2024-05-19,Green Valley,25.0,49.3,0.6,31.1,Cloudy,5549.0,656.0,18359.12,3
2024-05-19,Harbor Town,22.3,56.9,0.0,15.5,Partly Cloudy,6289.0,548.1,19425.91,3
2024-05-19,Metro City,25.2,26.6,0.0,10.8,Partly Cloudy,9467.5,1133.4,31237.53,4
2024-05-20,Green Valley,29.0,47.2,0.0,19.7,Partly Cloudy,6110.9,694.5,19548.75,3
2024-05-20,Harbor Town,16.1,47.9,0.0,39.3,Sunny,3024.3,384.0,9948.98,3
2024-05-20,Metro City,24.3,45.5,3.9,5.4,Rain,8570.9,1012.0,26132.8,4
2024-05-21,Green Valley,27.5,40.5,0.0,10.9,Sunny,4981.4,703.5,16412.52,3
2024-05-21,Harbor Town,22.1,48.5,0.0,31.6,Sunny,4773.8,495.9,15092.76,3
2024-05-21,Metro City,27.7,64.4,0.0,12.3,Partly Cloudy,7243.2,796.9,22410.68,4
2024-05-22,Green Valley,26.1,45.6,0.0,11.5,Sunny,5524.5,638.6,16904.18,3
2024-05-22,Harbor Town,15.7,44.0,0.9,13.4,Sunny,5999.1,766.3,19254.4,3
2024-05-22,Metro City,26.7,40.1,0.0,11.9,Sunny,9653.5,972.3,29752.5,4
2024-05-23,Green Valley,27.7,55.4,0.0,13.5,Sunny,5494.8,704.2,17764.6,3
2024-05-23,Harbor Town,23.9,45.9,0.0,18.7,Partly Cloudy,3414.4,411.0,11369.49,3
2024-05-23,Metro City,28.2,38.9,0.0,20.2,Partly Cloudy,9358.3,1155.9,26865.69,4
2024-05-24,Green Valley,25.9,60.4,0.0,7.8,Sunny,4288.8,473.5,14119.02,3
2024-05-24,Harbor Town,26.0,40.7,0.7,19.9,Partly Cloudy,7301.2,881.3,24457.89,3
2024-05-24,Metro City,23.8,55.5,0.0,0.0,Cloudy,8973.5,981.7,31028.64,4
2024-05-25,Green Valley,29.2,55.2,0.0,14.7,Sunny,7799.7,839.2,25350.5,3
2024-05-25,Harbor Town,21.0,49.1,0.0,18.8,Partly Cloudy,8256.5,922.2,26527.03,3
2024-05-25,Metro City,21.9,51.1,0.0,7.6,Sunny,13380.2,1532.5,46266.8,4
2024-05-26,Green Valley,34.8,58.3,0.0,9.5,Partly Cloudy,7354.0,856.3,23563.25,3
2024-05-26,Harbor Town,24.2,52.5,0.0,10.6,Cloudy,5701.7,598.8,18895.5,3
2024-05-26,Metro City,24.2,46.2,0.0,21.7,Sunny,10797.6,1253.6,35033.09,4
2024-05-27,Green Valley,25.4,50.5,4.5,10.3,Rain,4632.2,513.0,15464.45,3
2024-05-27,Harbor Town,23.9,31.2,0.0,0.0,Sunny,7175.6,863.5,25290.56,3
2024-05-27,Metro City,27.9,35.7,3.7,11.2,Rain,8450.6,1109.5,27786.4,4
2024-05-28,Green Valley,29.9,42.0,0.0,6.3,Partly Cloudy,4155.0,444.3,14014.15,3
2024-05-28,Harbor Town,22.1,46.0,0.0,17.5,Sunny,7145.8,828.8,21455.59,3
2024-05-28,Metro City,24.3,35.9,1.7,13.5,Partly Cloudy,8364.1,915.6,27800.21,4
2024-05-29,Green Valley,31.5,51.3,4.3,18.1,Rain,7602.5,832.4,23866.51,3
2024-05-29,Harbor Town,22.6,51.3,0.0,13.8,Sunny,5350.3,624.6,17882.52,3
2024-05-29,Metro City,24.6,49.4,0.1,21.3,Cloudy,10354.7,1317.2,33429.12,4
2024-05-30,Green Valley,23.6,64.1,1.1,22.8,Partly Cloudy,5367.9,651.1,18494.24,3
2024-05-30,Harbor Town,24.0,52.6,0.0,14.0,Sunny,6450.4,754.5,21549.53,3
2024-05-30,Metro City,24.6,47.1,0.0,5.5,Sunny,8067.6,988.3,26857.4,4
2024-05-31,Green Valley,27.5,47.3,0.0,19.2,Sunny,5346.5,667.6,17938.01,3
2024-05-31,Harbor Town,21.9,38.0,0.0,10.4,Sunny,7040.3,777.7,21143.11,3
2024-05-31,Metro City,20.0,69.3,0.3,17.5,Sunny,8829.2,995.2,29048.25,4
2024-06-01,Green Valley,25.1,41.2,0.0,33.7,Sunny,5830.5,578.8,19828.01,3
2024-06-01,Harbor Town,23.6,41.0,0.0,7.5,Partly Cloudy,8160.9,901.3,26365.9,3
2024-06-01,Metro City,26.6,44.0,0.0,13.5,Sunny,12295.3,1599.4,38980.27,4
2024-06-02,Green Valley,30.3,55.7,3.2,14.9,Rain,8786.8,998.7,28210.13,3
2024-06-02,Harbor Town,20.6,39.6,0.0,16.0,Sunny,5544.4,776.0,19788.15,3
2024-06-02,Metro City,28.2,47.9,0.0,11.3,Partly Cloudy,10740.2,1342.0,34915.77,4
2024-06-03,Green Valley,32.0,66.9,2.6,12.2,Rain,4169.2,462.5,15025.63,3
2024-06-03,Harbor Town,22.0,45.3,0.0,18.4,Cloudy,6098.5,741.8,19492.93,3
2024-06-03,Metro City,22.7,40.0,0.0,21.9,Partly Cloudy,7753.3,911.2,23914.33,4
2024-06-04,Green Valley,29.7,49.7,0.0,25.5,Sunny,4720.9,481.1,15233.08,3
2024-06-04,Harbor Town,25.3,51.7,0.3,15.9,Partly Cloudy,6628.0,769.9,22126.45,3
2024-06-04,Metro City,32.9,43.5,0.0,7.3,Partly Cloudy,10677.9,1128.7,34256.49,4
2024-06-05,Green Valley,27.6,59.0,0.0,20.4,Cloudy,6080.9,703.0,20028.96,3
2024-06-05,Harbor Town,22.6,59.4,0.0,31.9,Sunny,4775.1,587.5,15211.43,3
2024-06-05,Metro City,26.9,40.9,0.0,7.9,Cloudy,7243.2,824.7,23284.66,4
2024-06-06,Green Valley,28.0,49.5,0.1,14.7,Cloudy,6729.3,787.5,21457.12,3
2024-06-06,Harbor Town,27.2,45.8,0.0,18.3,Partly Cloudy,7244.7,831.0,22490.52,3
2024-06-06,Metro City,26.0,46.5,0.0,13.1,Partly Cloudy,8176.8,880.4,26436.77,4
2024-06-07,Green Valley,25.3,56.6,0.0,22.4,Sunny,5431.6,589.1,18992.8,3
2024-06-07,Harbor Town,19.2,35.6,0.0,19.1,Partly Cloudy,6493.1,786.6,21253.19,3
2024-06-07,Metro City,24.7,47.2,4.0,13.2,Rain,10510.7,1252.9,35202.4,4
2024-06-08,Green Valley,25.6,47.3,0.0,11.4,Sunny,6487.6,906.8,21370.82,3
2024-06-08,Harbor Town,22.3,46.5,1.2,12.6,Cloudy,9105.3,1061.3,29832.18,3
2024-06-08,Metro City,24.9,49.3,0.0,5.4,Sunny,11333.0,1183.7,36424.79,4
2024-06-09,Green Valley,31.8,44.9,0.6,16.6,Sunny,6812.1,777.4,20340.72,3
2024-06-09,Harbor Town,21.2,61.7,0.0,18.2,Sunny,9062.1,965.2,29719.89,3
2024-06-09,Metro City,31.6,62.0,0.6,7.7,Sunny,12179.2,1309.4,37566.6,4
2024-06-10,Green Valley,31.2,64.6,0.0,5.1,Sunny,4830.2,595.1,14854.37,3
2024-06-10,Harbor Town,22.9,44.0,0.0,3.8,Sunny,4214.7,548.4,13833.61,3
2024-06-10,Metro City,25.1,46.4,0.0,14.1,Sunny,7882.6,778.1,26939.43,4
2024-06-11,Green Valley,27.5,50.3,5.3,12.1,Rain,6773.7,763.8,20734.71,3
2024-06-11,Harbor Town,19.3,56.6,0.0,27.6,Partly Cloudy,4228.2,500.2,13707.13,3
2024-06-11,Metro City,22.1,56.5,0.0,4.4,Cloudy,10610.9,1152.9,32526.69,4
2024-06-12,Green Valley,27.1,53.8,0.0,22.7,Sunny,5817.2,596.2,19000.53,3
2024-06-12,Harbor Town,26.1,55.9,0.0,28.6,Partly Cloudy,6292.4,821.3,18921.29,3
2024-06-12,Metro City,27.7,53.5,0.0,22.2,Partly Cloudy,7162.4,782.3,22472.37,4
2024-06-13,Green Valley,29.4,41.8,3.8,4.0,Rain,6489.3,774.3,20453.54,3
2024-06-13,Harbor Town,21.9,50.7,0.0,12.7,Partly Cloudy,5119.6,625.3,16377.76,3
2024-06-13,Metro City,28.2,54.9,0.0,7.7,Partly Cloudy,8818.7,1058.2,27701.89,4
2024-06-14,Green Valley,26.0,50.5,0.9,20.1,Sunny,5262.0,560.0,16196.51,3
2024-06-14,Harbor Town,18.0,61.6,0.0,2.0,Sunny,7202.6,814.2,22212.82,3
2024-06-14,Metro City,25.4,38.4,0.0,7.4,Sunny,12135.7,1387.8,37055.11,4
2024-06-15,Green Valley,30.3,65.8,0.0,6.0,Partly Cloudy,7681.1,858.4,24884.6,3
2024-06-15,Harbor Town,21.3,51.5,0.0,14.5,Partly Cloudy,8027.0,920.4,26312.04,3
2024-06-15,Metro City,25.5,68.5,0.0,11.4,Cloudy,11987.6,1543.4,38208.26,4
2024-06-16,Green Valley,27.9,68.1,0.0,7.3,Sunny,8159.3,923.7,26612.43,3
2024-06-16,Harbor Town,22.5,45.4,1.1,14.4,Partly Cloudy,11334.5,1260.9,34992.8,3
2024-06-16,Metro City,29.2,54.8,0.0,27.8,Cloudy,14041.9,1616.5,47131.19,4
2024-06-17,Green Valley,27.7,49.7,2.3,0.0,Rain,4407.9,509.3,14433.33,3
2024-06-17,Harbor Town,28.5,51.9,0.0,14.5,Sunny,5822.0,701.8,18853.04,3
2024-06-17,Metro City,26.4,29.0,0.0,6.2,Sunny,6477.8,835.8,20544.27,4
2024-06-18,Green Valley,21.9,49.5,2.2,25.2,Rain,6701.7,781.0,20905.41,3
2024-06-18,Harbor Town,19.0,48.2,0.0,17.4,Partly Cloudy,5996.1,680.2,19687.84,3
2024-06-18,Metro City,22.0,55.4,0.0,11.4,Sunny,10152.5,1204.7,32795.77,4
2024-06-19,Green Valley,29.2,70.6,0.0,8.0,Sunny,4326.3,572.6,13691.31,3
2024-06-19,Harbor Town,20.6,69.8,0.0,11.2,Cloudy,4819.0,614.6,15150.42,3
2024-06-19,Metro City,29.8,64.0,0.0,8.3,Cloudy,9628.2,1048.2,31824.78,4
2024-06-20,Green Valley,31.6,70.5,0.0,22.8,Partly Cloudy,5583.3,687.3,16917.93,3
2024-06-20,Harbor Town,18.0,68.9,0.1,14.9,Partly Cloudy,5371.4,684.7,17855.72,3
2024-06-20,Metro City,25.4,65.3,0.0,20.9,Partly Cloudy,7374.9,831.1,22785.76,4
2024-06-21,Green Valley,23.3,44.7,1.5,13.3,Sunny,6185.4,640.4,19633.32,3
2024-06-21,Harbor Town,20.8,35.2,3.4,16.7,Rain,8388.1,1000.2,26310.52,3
2024-06-21,Metro City,27.3,66.8,0.0,11.4,Cloudy,10812.9,1165.2,35873.23,4
2024-06-22,Green Valley,29.5,62.3,0.0,25.1,Cloudy,10629.7,1399.7,32205.78,3
2024-06-22,Harbor Town,16.3,50.4,0.0,3.8,Cloudy,5324.0,685.5,18441.1,3
2024-06-22,Metro City,27.6,40.2,0.0,13.8,Partly Cloudy,12789.6,1394.3,40697.24,4
2024-06-23,Green Valley,25.0,50.1,4.9,17.8,Rain,7558.0,906.3,22877.8,3
2024-06-23,Harbor Town,26.3,49.1,0.6,27.7,Sunny,7954.6,902.1,24163.14,3
2024-06-23,Metro City,20.9,57.4,0.0,19.4,Sunny,11660.7,1382.7,39141.54,4
2024-06-24,Green Valley,26.3,73.6,0.0,12.2,Sunny,5467.2,628.4,16876.24,3
2024-06-24,Harbor Town,21.0,66.2,0.1,17.0,Cloudy,3550.8,462.8,11352.95,3
2024-06-24,Metro City,22.9,44.1,0.0,21.4,Partly Cloudy,7351.6,846.1,22178.22,4
2024-06-25,Green Valley,28.4,44.7,0.0,16.3,Partly Cloudy,6023.1,742.7,19878.08,3
2024-06-25,Harbor Town,22.3,63.5,0.0,23.0,Partly Cloudy,6232.7,710.1,21359.06,3
2024-06-25,Metro City,28.5,64.6,0.0,12.8,Sunny,7888.3,920.6,25585.83,4
2024-06-26,Green Valley,26.7,53.9,4.2,19.9,Rain,4352.7,453.5,13565.35,3
2024-06-26,Harbor Town,25.1,58.4,0.0,17.6,Cloudy,5010.5,593.1,17619.89,3
2024-06-26,Metro City,21.9,45.8,0.0,13.0,Cloudy,7942.7,979.6,26510.15,4
2024-06-27,Green Valley,29.3,64.3,0.0,14.1,Sunny,4806.0,523.7,15852.27,3
2024-06-27,Harbor Town,21.8,50.4,0.4,10.8,Cloudy,7003.0,822.3,23964.65,3
2024-06-27,Metro City,26.9,61.4,0.5,18.7,Sunny,9085.3,1158.5,30500.62,4
2024-06-28,Green Valley,26.4,35.4,1.9,28.4,Sunny,5518.0,569.6,17404.92,3
2024-06-28,Harbor Town,26.8,59.8,0.0,23.1,Sunny,8854.5,1198.5,28370.71,3
2024-06-28,Metro City,21.2,80.2,1.3,17.5,Sunny,11299.4,1347.9,34570.78,4
