date,store_id,store_name,city,unique_products_sold,total_ordered_kg,total_sold_kg,total_wasted_kg,revenue,waste_cost,temperature_c,had_event,day_of_week,month
2024-05-17,2,FreshMart Uptown,Metro City,56,2275.6,1991.6,178.9,6639.25,310.65,24.5,0,4,5
2024-05-17,3,GreenGrocer Central,Metro City,56,2063.6,1784.0,216.2,5829.02,345.65,24.5,0,4,5
2024-05-17,4,SuperSave East,Metro City,52,3307.8,2850.2,321.9,8696.01,603.23,24.5,0,4,5
2024-05-17,5,FreshMart Valley,Green Valley,74,3688.7,3232.2,321.6,10284.0,557.69,26.8,0,4,5
2024-05-17,6,Nature's Best,Green Valley,37,1459.9,1267.8,132.1,4612.62,263.6,26.8,0,4,5
2024-05-17,7,Valley Organics,Green Valley,33,1082.1,944.2,86.8,2962.31,161.96,26.8,0,4,5
2024-05-17,8,Harbor Fresh,Harbor Town,57,2933.4,2535.9,288.1,7851.76,561.67,20.5,1,4,5
2024-05-17,9,Seaside Market,Harbor Town,77,3569.9,3090.0,368.1,9543.55,616.19,20.5,1,4,5
2024-05-17,10,Dock Street Grocery,Harbor Town,73,2861.6,2541.9,202.5,8034.76,372.13,20.5,1,4,5
2024-05-18,1,FreshMart Downtown,Metro City,60,3563.5,3116.7,329.6,10706.44,644.15,21.8,0,5,5
2024-05-18,2,FreshMart Uptown,Metro City,57,2672.6,2309.3,287.7,7614.86,598.41,21.8,0,5,5
2024-05-18,3,GreenGrocer Central,Metro City,35,1491.7,1264.0,179.2,4185.75,285.92,21.8,0,5,5
2024-05-18,4,SuperSave East,Metro City,70,5575.1,4736.1,563.0,15270.68,1098.33,21.8,0,5,5
2024-05-18,5,FreshMart Valley,Green Valley,66,3247.0,2856.9,306.6,9971.97,619.1,24.8,0,5,5
2024-05-18,6,Nature's Best,Green Valley,59,3068.5,2708.2,279.3,7739.0,436.14,24.8,0,5,5
2024-05-18,7,Valley Organics,Green Valley,52,1836.8,1585.6,165.4,4846.85,278.35,24.8,0,5,5
2024-05-18,8,Harbor Fresh,Harbor Town,49,3131.8,2751.6,296.6,9068.42,599.21,22.2,0,5,5
2024-05-18,9,Seaside Market,Harbor Town,33,1621.7,1385.0,195.5,4055.61,354.4,22.2,0,5,5
2024-05-18,10,Dock Street Grocery,Harbor Town,48,2391.7,2065.4,245.2,6497.65,398.87,22.2,0,5,5
2024-05-19,1,FreshMart Downtown,Metro City,45,2758.1,2351.4,297.7,8138.49,554.06,25.2,0,6,5
2024-05-19,2,FreshMart Uptown,Metro City,54,2795.1,2462.3,251.3,7790.21,427.87,25.2,0,6,5
2024-05-19,3,GreenGrocer Central,Metro City,48,2508.5,2147.2,323.1,6866.61,593.15,25.2,0,6,5
2024-05-19,4,SuperSave East,Metro City,41,2885.7,2506.6,261.3,8442.22,499.56,25.2,0,6,5
2024-05-19,5,FreshMart Valley,Green Valley,63,3432.7,2987.5,308.1,9986.0,570.9,25.0,0,6,5
2024-05-19,6,Nature's Best,Green Valley,41,1915.3,1634.1,218.1,5103.99,415.7,25.0,0,6,5
2024-05-19,7,Valley Organics,Green Valley,34,1087.7,927.4,129.8,3269.13,269.86,25.0,0,6,5
2024-05-19,8,Harbor Fresh,Harbor Town,57,3874.4,3412.6,302.9,10366.48,520.19,22.3,0,6,5
2024-05-19,9,Seaside Market,Harbor Town,34,1794.1,1619.3,127.2,4791.05,187.25,22.3,0,6,5
2024-05-19,10,Dock Street Grocery,Harbor Town,34,1440.1,1257.1,118.0,4268.38,248.49,22.3,0,6,5
2024-05-20,1,FreshMart Downtown,Metro City,72,2921.2,2533.6,325.7,8094.15,598.15,24.3,0,0,5
2024-05-20,2,FreshMart Uptown,Metro City,54,1891.6,1639.0,188.7,4671.52,287.8,24.3,0,0,5
2024-05-20,3,GreenGrocer Central,Metro City,35,1222.7,1072.0,124.0,3082.25,183.09,24.3,0,0,5
2024-05-20,4,SuperSave East,Metro City,69,3816.3,3326.3,373.6,10284.88,654.99,24.3,0,0,5
2024-05-20,5,FreshMart Valley,Green Valley,73,2914.7,2545.8,307.3,8180.71,534.61,29.0,0,0,5
2024-05-20,6,Nature's Best,Green Valley,70,2246.1,1956.0,200.7,6428.19,366.95,29.0,0,0,5
2024-05-20,7,Valley Organics,Green Valley,75,1859.4,1609.1,186.5,4939.85,311.14,29.0,0,0,5
2024-05-20,8,Harbor Fresh,Harbor Town,30,1108.7,959.4,113.6,3390.44,240.87,16.1,0,0,5
2024-05-20,9,Seaside Market,Harbor Town,36,1402.5,1210.7,165.8,3916.27,282.94,16.1,0,0,5
2024-05-20,10,Dock Street Grocery,Harbor Town,32,994.4,854.2,104.6,2642.27,151.23,16.1,0,0,5
2024-05-21,1,FreshMart Downtown,Metro City,65,3171.5,2757.6,309.0,8648.09,482.33,27.7,0,1,5
2024-05-21,2,FreshMart Uptown,Metro City,30,1172.2,1021.9,106.2,3127.66,176.99,27.7,0,1,5
2024-05-21,3,GreenGrocer Central,Metro City,35,1146.9,1005.3,93.3,3129.67,159.29,27.7,0,1,5
2024-05-21,4,SuperSave East,Metro City,43,2800.7,2458.4,288.4,7505.26,461.56,27.7,0,1,5
2024-05-21,5,FreshMart Valley,Green Valley,78,3407.0,2830.7,454.3,9802.9,890.63,27.5,0,1,5
2024-05-21,6,Nature's Best,Green Valley,37,1442.4,1253.2,134.7,3897.65,228.01,27.5,0,1,5
2024-05-21,7,Valley Organics,Green Valley,32,1052.1,897.5,114.5,2711.97,191.83,27.5,0,1,5
2024-05-21,8,Harbor Fresh,Harbor Town,32,1411.6,1248.5,120.9,3978.51,238.37,22.1,0,1,5
2024-05-21,9,Seaside Market,Harbor Town,69,2741.8,2387.8,274.3,7650.81,474.06,22.1,0,1,5
2024-05-21,10,Dock Street Grocery,Harbor Town,37,1294.5,1137.5,100.7,3463.44,185.8,22.1,0,1,5
2024-05-22,1,FreshMart Downtown,Metro City,58,2902.1,2544.0,273.9,8447.08,479.09,26.7,0,2,5
2024-05-22,2,FreshMart Uptown,Metro City,55,2289.6,2013.5,206.2,6489.33,415.16,26.7,0,2,5
2024-05-22,3,GreenGrocer Central,Metro City,48,1564.3,1364.8,107.9,3846.35,190.7,26.7,0,2,5
2024-05-22,4,SuperSave East,Metro City,76,4280.3,3731.2,384.3,10969.74,714.05,26.7,0,2,5
2024-05-22,5,FreshMart Valley,Green Valley,39,1855.9,1567.0,205.1,4658.84,324.28,26.1,0,2,5
2024-05-22,6,Nature's Best,Green Valley,78,2922.8,2565.6,307.6,8225.21,557.47,26.1,0,2,5
2024-05-22,7,Valley Organics,Green Valley,50,1553.9,1391.9,125.9,4020.13,237.44,26.1,0,2,5
2024-05-22,8,Harbor Fresh,Harbor Town,50,2614.6,2242.6,302.2,7206.18,493.64,15.7,0,2,5
2024-05-22,9,Seaside Market,Harbor Town,70,2786.2,2409.8,285.4,7717.46,540.47,15.7,0,2,5
2024-05-22,10,Dock Street Grocery,Harbor Town,42,1563.0,1346.7,178.7,4330.76,296.38,15.7,0,2,5
2024-05-23,1,FreshMart Downtown,Metro City,43,2453.5,2116.0,240.0,6954.86,477.51,28.2,0,3,5
2024-05-23,2,FreshMart Uptown,Metro City,37,1504.7,1300.0,158.4,3344.49,233.2,28.2,0,3,5
2024-05-23,3,GreenGrocer Central,Metro City,76,2778.4,2407.4,289.3,7043.26,488.76,28.2,0,3,5
2024-05-23,4,SuperSave East,Metro City,64,4094.3,3534.9,468.2,9523.08,699.4,28.2,0,3,5
2024-05-23,5,FreshMart Valley,Green Valley,56,2743.8,2357.7,276.4,7137.53,481.92,27.7,0,3,5
2024-05-23,6,Nature's Best,Green Valley,52,1903.5,1628.2,237.7,4868.57,405.17,27.7,0,3,5
2024-05-23,7,Valley Organics,Green Valley,63,1740.8,1508.9,190.1,5758.5,385.64,27.7,0,3,5
2024-05-23,8,Harbor Fresh,Harbor Town,30,1359.8,1161.2,150.3,4026.5,267.55,23.9,0,3,5
2024-05-23,9,Seaside Market,Harbor Town,32,1361.6,1181.5,141.9,3982.43,276.73,23.9,0,3,5
2024-05-23,10,Dock Street Grocery,Harbor Town,40,1244.8,1071.7,118.8,3360.56,167.95,23.9,0,3,5
2024-05-24,1,FreshMart Downtown,Metro City,73,4015.1,3495.5,420.1,11697.12,746.86,23.8,0,4,5
2024-05-24,2,FreshMart Uptown,Metro City,43,1783.1,1526.1,218.1,5019.53,386.62,23.8,0,4,5
2024-05-24,3,GreenGrocer Central,Metro City,49,1646.4,1444.4,154.0,4934.4,300.48,23.8,0,4,5
2024-05-24,4,SuperSave East,Metro City,51,2826.5,2507.5,189.5,9377.59,398.23,23.8,0,4,5
2024-05-24,5,FreshMart Valley,Green Valley,37,1933.0,1690.7,177.5,4893.36,301.87,25.9,0,4,5
2024-05-24,6,Nature's Best,Green Valley,51,2105.1,1813.6,227.3,6052.19,460.81,25.9,0,4,5
2024-05-24,7,Valley Organics,Green Valley,32,898.2,784.5,68.7,3173.47,190.83,25.9,0,4,5
2024-05-24,8,Harbor Fresh,Harbor Town,70,3693.8,3197.8,389.9,10635.94,692.29,26.0,0,4,5
2024-05-24,9,Seaside Market,Harbor Town,68,2859.7,2474.2,301.7,8600.08,587.4,26.0,0,4,5
2024-05-24,10,Dock Street Grocery,Harbor Town,50,1888.4,1629.2,189.7,5221.87,301.5,26.0,0,4,5
2024-05-25,1,FreshMart Downtown,Metro City,50,3192.0,2771.4,382.2,9897.03,762.85,21.9,0,5,5
2024-05-25,2,FreshMart Uptown,Metro City,79,3780.5,3306.8,343.2,11429.26,695.15,21.9,0,5,5
2024-05-25,3,GreenGrocer Central,Metro City,67,3075.3,2655.7,320.1,9322.92,606.55,21.9,0,5,5
2024-05-25,4,SuperSave East,Metro City,70,5307.5,4646.3,487.0,15617.59,913.34,21.9,0,5,5
2024-05-25,5,FreshMart Valley,Green Valley,57,3256.4,2851.0,292.5,9490.23,519.4,29.2,0,5,5
2024-05-25,6,Nature's Best,Green Valley,75,3597.4,3120.9,346.6,10163.05,646.51,29.2,0,5,5
2024-05-25,7,Valley Organics,Green Valley,53,2097.8,1827.8,200.1,5697.22,302.22,29.2,0,5,5
2024-05-25,8,Harbor Fresh,Harbor Town,39,2903.2,2489.8,309.8,6868.56,482.68,21.0,0,5,5
2024-05-25,9,Seaside Market,Harbor Town,75,3859.8,3355.3,400.5,11652.94,701.93,21.0,0,5,5
2024-05-25,10,Dock Street Grocery,Harbor Town,66,2718.1,2411.4,211.9,8005.53,441.49,21.0,0,5,5
2024-05-26,1,FreshMart Downtown,Metro City,76,4522.3,3968.6,422.8,12724.81,731.2,24.2,0,6,5
2024-05-26,2,FreshMart Uptown,Metro City,51,2537.7,2186.5,275.1,6561.62,453.53,24.2,0,6,5
2024-05-26,3,GreenGrocer Central,Metro City,65,2923.2,2524.3,303.3,8231.97,461.51,24.2,0,6,5
2024-05-26,4,SuperSave East,Metro City,38,2465.7,2118.2,252.4,7514.69,526.7,24.2,0,6,5
2024-05-26,5,FreshMart Valley,Green Valley,67,4094.8,3619.8,362.4,11835.04,713.34,34.8,0,6,5
2024-05-26,6,Nature's Best,Green Valley,45,2433.6,2079.5,292.5,6912.87,510.8,34.8,0,6,5
2024-05-26,7,Valley Organics,Green Valley,41,1914.3,1654.7,201.4,4815.34,306.09,34.8,0,6,5
2024-05-26,8,Harbor Fresh,Harbor Town,51,3126.6,2773.8,305.7,8624.94,574.79,24.2,0,6,5
2024-05-26,9,Seaside Market,Harbor Town,47,2195.1,1900.6,200.8,6377.88,345.24,24.2,0,6,5
2024-05-26,10,Dock Street Grocery,Harbor Town,31,1184.2,1027.3,92.3,3892.68,186.5,24.2,0,6,5
2024-05-27,1,FreshMart Downtown,Metro City,68,3207.6,2668.4,381.5,8535.42,607.3,27.9,1,0,5
2024-05-27,2,FreshMart Uptown,Metro City,78,2813.2,2435.6,274.6,8023.68,455.87,27.9,1,0,5
2024-05-27,3,GreenGrocer Central,Metro City,43,1347.2,1179.0,141.7,3828.4,220.62,27.9,1,0,5
2024-05-27,4,SuperSave East,Metro City,43,2544.0,2167.6,311.7,7398.9,575.13,27.9,1,0,5
2024-05-27,5,FreshMart Valley,Green Valley,41,1964.5,1710.0,196.4,6152.48,360.64,25.4,1,0,5
2024-05-27,6,Nature's Best,Green Valley,46,1753.6,1515.2,183.1,5101.66,346.53,25.4,1,0,5
2024-05-27,7,Valley Organics,Green Valley,58,1581.9,1407.0,133.5,4210.31,228.78,25.4,1,0,5
2024-05-27,8,Harbor Fresh,Harbor Town,72,3444.2,2960.8,361.5,10872.94,695.64,23.9,1,0,5
2024-05-27,9,Seaside Market,Harbor Town,65,2655.0,2292.4,272.1,7509.98,517.82,23.9,1,0,5
2024-05-27,10,Dock Street Grocery,Harbor Town,71,2218.8,1922.4,229.9,6907.64,430.35,23.9,1,0,5
2024-05-28,1,FreshMart Downtown,Metro City,45,1878.4,1622.3,150.4,5194.12,288.16,24.3,0,1,5
2024-05-28,2,FreshMart Uptown,Metro City,71,2678.2,2375.4,241.8,8549.25,433.96,24.3,0,1,5
2024-05-28,3,GreenGrocer Central,Metro City,75,2593.1,2259.9,260.2,7037.71,508.06,24.3,0,1,5
2024-05-28,4,SuperSave East,Metro City,42,2433.2,2106.5,263.2,7019.13,493.98,24.3,0,1,5
2024-05-28,5,FreshMart Valley,Green Valley,56,2495.6,2196.6,224.1,7421.8,403.0,29.9,0,1,5
2024-05-28,6,Nature's Best,Green Valley,37,1414.5,1247.1,140.0,4009.46,227.04,29.9,0,1,5
2024-05-28,7,Valley Organics,Green Valley,31,809.2,711.3,80.2,2582.89,164.72,29.9,0,1,5
2024-05-28,8,Harbor Fresh,Harbor Town,47,2620.5,2224.9,306.2,6506.56,489.53,22.1,0,1,5
2024-05-28,9,Seaside Market,Harbor Town,73,2920.0,2590.8,258.5,7639.97,429.19,22.1,0,1,5
2024-05-28,10,Dock Street Grocery,Harbor Town,78,2662.7,2330.1,264.1,7309.06,482.49,22.1,0,1,5
2024-05-29,1,FreshMart Downtown,Metro City,75,3755.4,3177.1,455.3,10365.78,840.62,24.6,0,2,5
2024-05-29,2,FreshMart Uptown,Metro City,65,2703.1,2310.8,292.6,7214.98,485.07,24.6,0,2,5
2024-05-29,3,GreenGrocer Central,Metro City,36,1213.2,1053.6,121.2,3283.15,190.85,24.6,0,2,5
2024-05-29,4,SuperSave East,Metro City,70,4398.5,3813.2,448.1,12565.21,796.4,24.6,0,2,5
2024-05-29,5,FreshMart Valley,Green Valley,73,3573.7,3115.6,343.4,9250.14,533.14,31.5,0,2,5
2024-05-29,6,Nature's Best,Green Valley,71,3044.7,2713.0,242.6,8712.49,382.43,31.5,0,2,5
2024-05-29,7,Valley Organics,Green Valley,65,2085.9,1773.9,246.4,5903.88,450.71,31.5,0,2,5
2024-05-29,8,Harbor Fresh,Harbor Town,58,2455.5,2148.1,219.3,7711.88,433.86,22.6,0,2,5
2024-05-29,9,Seaside Market,Harbor Town,40,1691.3,1477.8,164.4,4598.51,264.65,22.6,0,2,5
2024-05-29,10,Dock Street Grocery,Harbor Town,58,2022.3,1724.4,240.9,5572.13,453.06,22.6,0,2,5
2024-05-30,1,FreshMart Downtown,Metro City,79,3958.5,3411.7,422.9,10932.46,734.04,24.6,0,3,5
2024-05-30,2,FreshMart Uptown,Metro City,42,1701.5,1436.6,178.2,4646.32,305.53,24.6,0,3,5
2024-05-30,3,GreenGrocer Central,Metro City,54,1804.2,1570.8,176.6,5780.39,341.13,24.6,0,3,5
2024-05-30,4,SuperSave East,Metro City,34,1901.6,1648.5,210.6,5498.23,350.71,24.6,0,3,5
2024-05-30,5,FreshMart Valley,Green Valley,58,2617.1,2260.7,290.1,7180.05,557.77,23.6,0,3,5
2024-05-30,6,Nature's Best,Green Valley,68,2536.2,2194.0,262.4,8047.8,505.45,23.6,0,3,5
2024-05-30,7,Valley Organics,Green Valley,36,1042.1,913.2,98.6,3266.39,193.79,23.6,0,3,5
2024-05-30,8,Harbor Fresh,Harbor Town,66,3288.4,2893.5,321.1,9525.24,583.78,24.0,0,3,5
2024-05-30,9,Seaside Market,Harbor Town,48,1827.2,1608.1,172.5,5754.11,336.06,24.0,0,3,5
2024-05-30,10,Dock Street Grocery,Harbor Town,70,2280.5,1948.8,260.9,6270.18,487.75,24.0,0,3,5
2024-05-31,1,FreshMart Downtown,Metro City,64,3277.7,2864.6,267.4,9628.24,537.53,20.0,0,4,5
2024-05-31,2,FreshMart Uptown,Metro City,57,2697.3,2349.1,280.2,7528.59,427.87,20.0,0,4,5
2024-05-31,3,GreenGrocer Central,Metro City,48,1858.5,1599.9,210.8,5142.44,361.76,20.0,0,4,5
2024-05-31,4,SuperSave East,Metro City,37,2329.7,2015.6,236.8,6748.98,486.23,20.0,0,4,5
2024-05-31,5,FreshMart Valley,Green Valley,49,2265.4,1935.6,251.9,6564.91,488.09,27.5,0,4,5
2024-05-31,6,Nature's Best,Green Valley,59,2586.8,2241.3,282.6,7403.55,519.08,27.5,0,4,5
2024-05-31,7,Valley Organics,Green Valley,46,1360.9,1169.6,133.1,3969.55,296.61,27.5,0,4,5
2024-05-31,8,Harbor Fresh,Harbor Town,64,3586.4,3157.9,300.6,10452.64,664.0,21.9,0,4,5
2024-05-31,9,Seaside Market,Harbor Town,57,2564.0,2195.7,254.2,6229.04,400.8,21.9,0,4,5
2024-05-31,10,Dock Street Grocery,Harbor Town,44,1957.6,1686.7,222.9,4461.43,331.75,21.9,0,4,5
2024-06-01,1,FreshMart Downtown,Metro City,72,3902.8,3401.9,376.9,10834.26,698.55,26.6,0,5,6
2024-06-01,2,FreshMart Uptown,Metro City,64,3221.1,2767.2,359.5,9613.37,714.21,26.6,0,5,6
2024-06-01,3,GreenGrocer Central,Metro City,46,2075.7,1730.9,274.1,5425.75,484.25,26.6,0,5,6
2024-06-01,4,SuperSave East,Metro City,58,5205.0,4395.3,588.9,13106.89,972.01,26.6,0,5,6
2024-06-01,5,FreshMart Valley,Green Valley,34,1873.0,1674.0,136.6,6058.47,282.14,25.1,0,5,6
2024-06-01,6,Nature's Best,Green Valley,64,2985.2,2588.2,264.8,8715.29,506.8,25.1,0,5,6
2024-06-01,7,Valley Organics,Green Valley,44,1784.3,1568.3,177.4,5054.25,334.97,25.1,0,5,6
2024-06-01,8,Harbor Fresh,Harbor Town,80,5180.5,4456.2,531.6,15027.59,1107.21,23.6,0,5,6
2024-06-01,9,Seaside Market,Harbor Town,50,2532.6,2174.5,200.3,6696.33,380.8,23.6,0,5,6
2024-06-01,10,Dock Street Grocery,Harbor Town,40,1765.6,1530.2,169.4,4641.98,305.71,23.6,0,5,6
2024-06-02,1,FreshMart Downtown,Metro City,60,4100.4,3549.7,445.0,10968.75,725.48,28.2,0,6,6
2024-06-02,2,FreshMart Uptown,Metro City,58,2472.0,2153.8,267.4,8029.78,551.86,28.2,0,6,6
2024-06-02,3,GreenGrocer Central,Metro City,51,2337.0,2031.2,218.5,6160.98,407.97,28.2,0,6,6
2024-06-02,4,SuperSave East,Metro City,51,3512.1,3005.5,411.1,9756.26,713.29,28.2,0,6,6
2024-06-02,5,FreshMart Valley,Green Valley,63,4016.2,3484.2,379.9,11459.72,601.65,30.3,0,6,6
2024-06-02,6,Nature's Best,Green Valley,71,3688.1,3212.2,376.8,10385.03,686.74,30.3,0,6,6
2024-06-02,7,Valley Organics,Green Valley,58,2439.1,2090.4,242.0,6365.38,410.23,30.3,0,6,6
2024-06-02,8,Harbor Fresh,Harbor Town,40,2662.4,2224.7,350.3,8205.15,756.54,20.6,0,6,6
2024-06-02,9,Seaside Market,Harbor Town,38,1916.0,1651.4,184.0,5546.73,377.42,20.6,0,6,6
2024-06-02,10,Dock Street Grocery,Harbor Town,47,1953.5,1668.3,241.7,6036.27,464.64,20.6,0,6,6
2024-06-03,1,FreshMart Downtown,Metro City,62,2777.5,2344.4,325.1,7042.59,513.04,22.7,0,0,6
2024-06-03,2,FreshMart Uptown,Metro City,32,1084.1,960.5,87.4,2696.36,165.5,22.7,0,0,6
2024-06-03,3,GreenGrocer Central,Metro City,39,1274.6,1101.9,132.7,3603.96,248.41,22.7,0,0,6
2024-06-03,4,SuperSave East,Metro City,76,3853.8,3346.5,366.0,10571.42,649.45,22.7,0,0,6
2024-06-03,5,FreshMart Valley,Green Valley,64,2624.3,2270.0,283.0,8428.46,539.85,32.0,0,0,6
2024-06-03,6,Nature's Best,Green Valley,41,1403.1,1233.9,111.7,3790.22,205.6,32.0,0,0,6
2024-06-03,7,Valley Organics,Green Valley,39,781.4,665.3,67.8,2806.95,174.63,32.0,0,0,6
2024-06-03,8,Harbor Fresh,Harbor Town,76,3107.3,2684.5,293.0,8021.51,475.92,22.0,0,0,6
2024-06-03,9,Seaside Market,Harbor Town,77,2333.5,2003.6,223.7,6966.8,452.29,22.0,0,0,6
2024-06-03,10,Dock Street Grocery,Harbor Town,53,1699.7,1410.4,225.1,4504.62,392.1,22.0,0,0,6
2024-06-04,1,FreshMart Downtown,Metro City,50,2603.6,2314.5,214.5,7742.05,434.23,32.9,0,1,6
2024-06-04,2,FreshMart Uptown,Metro City,77,3337.9,2864.8,349.7,9515.25,663.81,32.9,0,1,6
2024-06-04,3,GreenGrocer Central,Metro City,49,1815.0,1603.3,153.4,5176.21,315.75,32.9,0,1,6
2024-06-04,4,SuperSave East,Metro City,65,4489.2,3895.3,411.1,11822.98,655.07,32.9,0,1,6
2024-06-04,5,FreshMart Valley,Green Valley,46,1903.2,1692.1,153.8,5885.55,330.33,29.7,0,1,6
2024-06-04,6,Nature's Best,Green Valley,71,2447.7,2116.1,241.1,6826.82,448.9,29.7,0,1,6
2024-06-04,7,Valley Organics,Green Valley,34,1026.6,912.7,86.2,2520.71,122.53,29.7,0,1,6
2024-06-04,8,Harbor Fresh,Harbor Town,75,3652.9,3161.9,384.1,10208.51,701.87,25.3,0,1,6
2024-06-04,9,Seaside Market,Harbor Town,42,1667.2,1456.7,153.7,5222.24,279.0,25.3,0,1,6
2024-06-04,10,Dock Street Grocery,Harbor Town,68,2345.1,2009.4,232.1,6695.7,453.92,25.3,0,1,6
2024-06-05,1,FreshMart Downtown,Metro City,43,2091.9,1831.3,179.1,6206.47,407.21,26.9,0,2,6
2024-06-05,2,FreshMart Uptown,Metro City,39,1621.9,1362.3,176.9,3978.16,274.22,26.9,0,2,6
2024-06-05,3,GreenGrocer Central,Metro City,39,1220.8,1041.7,134.2,3939.12,262.67,26.9,0,2,6
2024-06-05,4,SuperSave East,Metro City,58,3418.0,3007.9,334.5,9160.91,618.96,26.9,0,2,6
2024-06-05,5,FreshMart Valley,Green Valley,64,2754.0,2397.9,256.2,8059.34,475.58,27.6,0,2,6
2024-06-05,6,Nature's Best,Green Valley,80,2856.2,2474.5,290.9,8219.86,552.08,27.6,0,2,6
2024-06-05,7,Valley Organics,Green Valley,45,1394.2,1208.5,155.9,3749.76,244.49,27.6,0,2,6
2024-06-05,8,Harbor Fresh,Harbor Town,31,1391.4,1194.3,120.8,4386.33,219.86,22.6,0,2,6
2024-06-05,9,Seaside Market,Harbor Town,38,1703.4,1462.9,197.7,4650.97,324.66,22.6,0,2,6
2024-06-05,10,Dock Street Grocery,Harbor Town,66,2469.5,2117.9,269.0,6174.13,425.57,22.6,0,2,6
2024-06-06,1,FreshMart Downtown,Metro City,68,3116.6,2765.2,277.5,9113.11,495.05,26.0,0,3,6
2024-06-06,2,FreshMart Uptown,Metro City,41,1755.6,1527.0,185.0,4559.36,281.22,26.0,0,3,6
2024-06-06,3,GreenGrocer Central,Metro City,55,1801.1,1620.2,128.4,5762.83,238.72,26.0,0,3,6
2024-06-06,4,SuperSave East,Metro City,44,2633.0,2264.4,289.5,7001.47,502.73,26.0,0,3,6
2024-06-06,5,FreshMart Valley,Green Valley,71,3066.9,2640.5,310.5,8849.88,604.95,28.0,0,3,6
2024-06-06,6,Nature's Best,Green Valley,79,3049.0,2660.0,305.1,7704.59,534.81,28.0,0,3,6
2024-06-06,7,Valley Organics,Green Valley,60,1650.6,1428.8,171.9,4902.65,302.77,28.0,0,3,6
2024-06-06,8,Harbor Fresh,Harbor Town,58,3155.9,2725.6,335.2,7994.85,513.28,27.2,0,3,6
2024-06-06,9,Seaside Market,Harbor Town,73,2865.2,2519.1,278.7,8466.3,530.79,27.2,0,3,6
2024-06-06,10,Dock Street Grocery,Harbor Town,76,2302.9,2000.0,217.1,6029.37,386.81,27.2,0,3,6
2024-06-07,1,FreshMart Downtown,Metro City,52,3017.8,2727.2,231.6,8294.55,402.64,24.7,0,4,6
2024-06-07,2,FreshMart Uptown,Metro City,65,2601.3,2249.3,264.0,8405.8,520.33,24.7,0,4,6
2024-06-07,3,GreenGrocer Central,Metro City,57,2253.9,1930.0,264.2,7266.95,528.11,24.7,0,4,6
2024-06-07,4,SuperSave East,Metro City,61,4271.2,3604.2,493.1,11235.1,983.31,24.7,0,4,6
2024-06-07,5,FreshMart Valley,Green Valley,54,2633.4,2319.3,224.1,8222.62,391.49,25.3,0,4,6
2024-06-07,6,Nature's Best,Green Valley,50,1900.7,1650.3,189.7,6204.75,455.66,25.3,0,4,6
2024-06-07,7,Valley Organics,Green Valley,50,1710.5,1462.0,175.3,4565.43,301.33,25.3,0,4,6
2024-06-07,8,Harbor Fresh,Harbor Town,52,3187.2,2799.0,301.5,9803.75,561.92,19.2,0,4,6
2024-06-07,9,Seaside Market,Harbor Town,40,1770.8,1528.8,201.6,4457.39,305.47,19.2,0,4,6
2024-06-07,10,Dock Street Grocery,Harbor Town,62,2497.9,2165.3,283.5,6992.05,431.9,19.2,0,4,6
2024-06-08,1,FreshMart Downtown,Metro City,40,2509.0,2141.1,234.8,6670.45,428.72,24.9,0,5,6
2024-06-08,2,FreshMart Uptown,Metro City,69,3589.0,3131.4,318.1,9766.03,657.45,24.9,0,5,6
2024-06-08,3,GreenGrocer Central,Metro City,41,1812.8,1583.4,185.2,5414.47,377.75,24.9,0,5,6
2024-06-08,4,SuperSave East,Metro City,61,5035.7,4477.1,445.6,14573.84,797.48,24.9,0,5,6
2024-06-08,5,FreshMart Valley,Green Valley,73,4404.5,3724.8,576.3,12826.88,961.51,25.6,0,5,6
2024-06-08,6,Nature's Best,Green Valley,37,1661.7,1407.1,167.4,4023.5,240.0,25.6,0,5,6
2024-06-08,7,Valley Organics,Green Valley,35,1551.4,1355.7,163.1,4520.44,257.44,25.6,0,5,6
2024-06-08,8,Harbor Fresh,Harbor Town,73,4293.3,3623.3,460.7,12398.91,933.9,22.3,0,5,6
2024-06-08,9,Seaside Market,Harbor Town,80,4077.8,3532.2,357.3,11549.59,583.02,22.3,0,5,6
2024-06-08,10,Dock Street Grocery,Harbor Town,46,2290.3,1949.8,243.3,5883.68,362.09,22.3,0,5,6
2024-06-09,1,FreshMart Downtown,Metro City,66,4792.4,4161.2,479.2,12791.04,800.11,31.6,0,6,6
2024-06-09,2,FreshMart Uptown,Metro City,32,2328.7,2056.0,216.9,5985.85,367.79,31.6,0,6,6
2024-06-09,3,GreenGrocer Central,Metro City,30,1144.0,983.7,102.5,3437.21,182.59,31.6,0,6,6
2024-06-09,4,SuperSave East,Metro City,65,5636.8,4978.3,510.8,15352.5,930.72,31.6,0,6,6
2024-06-09,5,FreshMart Valley,Green Valley,50,3402.5,2966.5,325.3,8688.77,508.94,31.8,0,6,6
2024-06-09,6,Nature's Best,Green Valley,30,1543.7,1333.1,139.4,4093.1,262.22,31.8,0,6,6
2024-06-09,7,Valley Organics,Green Valley,65,2919.3,2512.5,312.7,7558.85,567.63,31.8,0,6,6
2024-06-09,8,Harbor Fresh,Harbor Town,60,3994.0,3490.9,361.8,11893.92,628.73,21.2,0,6,6
2024-06-09,9,Seaside Market,Harbor Town,79,4131.9,3614.0,402.0,11132.92,676.79,21.2,0,6,6
